"TID","TH"
"TID_CHARACTER_INFO_BIG_BOY","โครงกระดูกยักษ์ไม่เคยอยู่ห่างถังนม ทำให้เขาเป็นโครงกระดูกสูงใหญ่ที่สุดเท่าที่ทุกคนเคยเห็น แต่อย่าให้ขนาดของเขาหลอกท่านได้ เพราะโครงกระดูกยักษ์คือเด็กดีของคุณแม่เสมอ"
"TID_CHARACTER_INFO_BOMBER","ด้วยความกระหายการทำลายล้างและชื่นชอบสเปเชียลเอฟเฟกต์คุณภาพสูง มือระเบิดจะระเบิดทุกอย่างที่ขวางหน้า โดยสร้างความเสียหายโบนัสแก่กำแพง!"
"TID_CHARACTER_INFO_BOMBER_SHORT","ก็แค่คน(?)ธรรมดาคนหนึ่งที่รักระเบิดและเกลียดกำแพง"
"TID_CHARACTER_INFO_BOWLER","นายตัวฟ้าร่างใหญ่นี้ชอบอะไรเรียบง่าย ได้แก่เครื่องดื่มน้ำอมฤตมืดและการขว้างหิน หินก้อนยักษ์ของเขาจะกระเด้งออกจากเป้าหมายแล้วไปโดนด้านหลังด้วย เป็นการจู่โจมสองครั้ง!"
"TID_CHARACTER_INFO_BOWLER_SHORT","พ่อหนุ่มตัวฟ้าร่างใหญ่ผู้ทำสไตรค์ด้วยหินก้อนโต"
"TID_CHARACTER_INFO_COOKIE_PEKKA","C.O.O.K.I.E ไม่ได้เพิ่มความหวานให้สนามรบด้วยทักษะการต่อสู้ที่แข็งแกร่งเพียงอย่างเดียว แต่ชุดเกราะอบร้อนของเขายังมาพร้อมกับการโจมตีด้วยเพรทเซลหมุนเกลียวซึ่งสร้างความเสียหายแบบกระจาย เขาทิ้งร่อยรองความเสียหายในทุกที่ที่เขาผ่านไป นั่นก็เป็นวิถีของคุกกี้ที่ทิ้งเศษร่วนๆ ไว้ให้ดูต่างหน้า"
"TID_CHARACTER_INFO_COURIER","แม่มดฝึกหัดที่บินเหนือสนามรบเพื่อปลดปล่อยเหล่าวิญญาณแม่มด เธอเกลียดพ่อมดจอมเบ่งบนหอคอยสุดหรูเป็นที่สุด"
"TID_CHARACTER_INFO_COURIERSPAWN","ดวงไฟจิ๋วจอมซนเหล่านี้อาจดูน่ารัก แต่พวกมันอัดแน่นด้วยพลังทำลายล้างรุนแรงต่อการป้องกันใกล้ๆ"
"TID_CHARACTER_INFO_DARK_WITCH","เรียกสัตว์ร้ายบินได้มาเป็นฝูงอย่างไม่หวาดกลัว และไม่ทำให้หญ้าตายหมดเหมือนพี่สาวของเธอ"
"TID_CHARACTER_INFO_DARK_WITCH_SHORT","ท่านจะไม่โดดเดี่ยวเมื่อมีค้างคาวเป็นเพื่อน"
"TID_CHARACTER_INFO_DRAGON","ความอาจหาญของมังกรเป็นที่รู้กันทั่วดินแดน สิ่งน่าสะพรึงเกล็ดเต็มตัวแห่งท้องนภานี้ไร้ซึ่งความปรานี และจะไม่มีอะไรหลุดรอดไปจากลมหายใจไฟลุกท่วมของมันได้"
"TID_CHARACTER_INFO_DRAGON_SHORT","เกล็ดที่ทนทานและเปลวเพลิงที่ร้ายกาจคือส่วนผสมแสนอันตราย"
"TID_CHARACTER_INFO_ELITE_BARBARIAN","เหนือกว่าทั้งพลังชีวิต พละกำลัง ความเร็ว และที่สำคัญที่สุด ทรงผม! ซูเปอร์คนเถื่อนคือสิ่งที่คนเถื่อนธรรมดาใฝ่ฝันอยากจะเป็น!"
"TID_CHARACTER_INFO_ELITE_GIANT","ซูเปอร์ยักษ์จะตัวใหญ่กว่ายักษ์ธรรมดาในวงศ์ตระกูล และเชี่ยวชาญการต่อยทะลุกำแพง ส่วนเข็มขัดที่เห็นมาจากการแข่งขันกินอึดประจำปีของหมู่บ้านนะ"
"TID_CHARACTER_INFO_ELITE_GOBLIN","ก็อบลินลับลวงมีพรสวรรค์ในการซ่อนตัวครู่หนึ่งหลังปล่อยใช้งาน จะมีก็เพียงแต่เสียงดังโครมครามขณะปล้นทรัพยากรเท่านั้นแหละที่จะเผยตัวพวกมันให้เห็น"
"TID_CHARACTER_INFO_ELITE_WALLBREAKER","ใครล่ะจะไปคิดว่าการกลิ้งจะดีกว่าการวิ่ง ซูเปอร์นักระเบิดกำแพงใช้ระเบิดจุดชนวนที่พร้อมระเบิดในทุกสถานการณ์! ลาแล้วกับระเบิดด้านๆ!"
"TID_CHARACTER_INFO_EL_PRIMO","นักสู้สวมหน้ากากผู้นี้อยู่ๆ โผล่มาจากไหนก็ไม่รู้ เขาซัดหมัดที่ทลายกำแพงได้ง่ายดาย! ไม่มีใครรู้ตัวตนที่แท้จริงของเขา รู้เพียงแค่ว่าเขาแข็งแกร่ง เขาเป็นผู้ชายและเขาจะสู้ศึกให้แคลนของท่าน"
"TID_CHARACTER_INFO_FIRECRACKER","แม่สาวไฟแรงที่มาพร้อมกับผมสีชมพูแสบตาคนนี้ยอมเปลี่ยนคันธนูของเธอให้เป็นอาวุธที่ทรงพลังกว่า พลธนูพลุไฟจะขว้างประทัดสีฉูดฉาดไปยังเป้าหมายที่อยู่ใกล้ที่สุด แต่แรงสะท้อนจากการโจมตีจะทำให้กระเด็นถอยหลังเล็กน้อย เธอรับผิดชอบเรื่องการแสดงแสงสีและการระเบิดในช่วงตรุษจีนก็จริง แต่ห้ามวางวัตถุไวไฟทิ้งไว้รัศมีของเธอเด็ดขาด"
"TID_CHARACTER_INFO_FIREMITE",
"TID_CHARACTER_INFO_FLYING_GOBLIN","ภัยเหินหาวที่สร้างความหายนะแก่หมู่บ้าน หวังว่าจะเป็นหมู่บ้านศัตรูนะ"
"TID_CHARACTER_INFO_FREE_KICKER","เริ่มต้นแมตช์ด้วยการยิงที่เล็งเป้าอย่างแม่นยำและสงบนิ่งแต่จะทำลายการป้องกันที่อยู่ใกล้ที่สุดจนแหลก แล้วค่อยกลับไปเป็นคนเถื่อนจอมอาละวาดดังเดิม"
"TID_CHARACTER_INFO_GHOST","ผีหลวงอารมณ์เสียที่ไม่มีใครเห็นตัวตนของเขา เขาจึงมุ่งมั่นที่จะทำลายทุกอย่างจนกว่าเขาจะได้รับการยอมรับอย่างที่เขาคู่ควร ผีหลวงช่างไม่มีใครสนใจขนาดที่กำแพงยังมองไม่เห็นเขาเลยด้วยซ้ำ!"
"TID_CHARACTER_INFO_GIANT","พวกตัวโตพวกนี้อาจจะดูสงบเสงี่ยม แต่ถ้าพวกเขาได้เห็นปืนใหญ่หรือหอคอยพลธนูขึ้นมาละก็ ท่านจะได้เห็นพวกเขาปลดปล่อยความพิโรธออกมา! ช้าแต่อึด นักรบพวกนี้ใช้เพื่อรับการโจมตีได้ดีที่สุด"
"TID_CHARACTER_INFO_GIANT_SHORT","ยักษ์หนุ่มจอมอึดและถึกทนที่แค่อยากจะพังการป้องกันเล่นๆ!"
"TID_CHARACTER_INFO_GIANT_SKELETON","กระดูกชิ้นโตจากยุคโบราณ ชะตาของโครงกระดูกยักษ์นั้นถูกกำหนดไว้มากกว่าแค่การระเบิดกำแพงกระจุย ระเบิดลูกโตของพวกเขาสร้างความเสียหายแก่ทุกสิ่งรอบตัวหลังจากที่ตัวเองถูกทำลายไปแล้ว"
"TID_CHARACTER_INFO_GOBLIN","เจ้าตัวน่ารำคาญพวกนี้จับจ้องแค่อย่างเดียวเท่านั้นแหละ ปล้นไงล่ะ! พวกมันไวกว่ากับดักสปริง และกระหายทรัพยากรอย่างไม่มีที่สิ้นสุด"
"TID_CHARACTER_INFO_GOBLIN_SHORT","เก่งเรื่องขโมยทองคำและน้ำอมฤต"
"TID_CHARACTER_INFO_GOLEM","โกเล็มผู้ทรงพลังที่โปรดปรานการดูดซับความเสียหาย! เมื่อถูกทำลายมันจะระเบิดและแตกออกเป็นโกเล็มตัวเล็กซึ่งมีความแข็งแกร่งและพลังชีวิตหนึ่งในห้าของโกเล็ม"
"TID_CHARACTER_INFO_GOLEM_SEC","โกเล็มเล็กเป็นโกเล็มตัวเล็กกว่าที่อยู่ในร่างสัตว์ยักษ์นั่น เมื่อโกเล็มถูกทำลาย โกเล็มเล็กก็จะมีชีวิตขึ้นมาแล้วสู้ต่อ"
