"TID","RU"
"TID_DECO_HILL_10","Огромный пик"
"TID_DECO_HILL_3","Подножие холма"
"TID_DECO_HILL_6","Малый пик"
"TID_DECO_HILL_8","Большой пик"
"TID_DECO_HOGMASTER","Варвар-Санта"
"TID_DECO_HOG_PEN","Кабаний загон"
"TID_DECO_JINGLEBELL","Колокольчик"
"TID_DECO_LAKE_5","Малый пруд"
"TID_DECO_LAKE_8","Большой пруд"
"TID_DECO_LNY24_ANCHOR","Счастливый якорь"
"TID_DECO_LNY24_BABY_DRAGON","Статуя дракончика"
"TID_DECO_LNY24_CRAB","Краб в домике"
"TID_DECO_LNY24_DRAGON_PINATA","Дракон-пиньята"
"TID_DECO_LOGMAS_TREE","Бревновогодняя елка"
"TID_DECO_MINE_CART","Вагонетка"
"TID_DECO_PAINTED_BABY_DRAGON","Украшенная статуя дракона"
"TID_DECO_QUARRY_5","Карьер"
"TID_DECO_RAZER_PROMO","Украшение Razer"
"TID_DECO_RESTORED_BARBARIAN","Большой варвар"
"TID_DECO_RESTORED_BARBARIAN_INFO","Краса и гордость деревни!"
"TID_DECO_RESTORED_PILLAR","Колонна"
"TID_DECO_RESTORED_PILLAR_INFO","На колонне есть какая-то надпись, но шрифт такой мелкий, что едва разберешь."
"TID_DECO_RUINED_PILLAR","Поврежденная колонна"
"TID_DECO_RUINED_PILLAR_INFO","Время оставило на ней след, но она все еще держится."
"TID_DECO_RUINED_PYRE","Заброшенный костер"
"TID_DECO_RUIN_ABANDONED_PYRE","Заброшенный костер"
"TID_DECO_RUIN_CAMPSITE","Место для привала"
"TID_DECO_RUIN_CLIFFSIDE_FOREST","Горный лес"
"TID_DECO_RUIN_DESC","Набор украшений. Восстановите, чтобы переместить или отправить на склад.\n\n<building> <level>-го уровня требуется для начала восстановления."
"TID_DECO_RUIN_FOREST_CIRCLE","Кольцо деревьев"
"TID_DECO_RUIN_LAKESIDE_FOREST","Лес у озера"
"TID_DECO_RUIN_LARGE_FOREST","Большой лес"
"TID_DECO_RUIN_OLD_TOMBS","Старые гробницы"
"TID_DECO_RUIN_RIVERSIDE_FOREST","Лес у реки"
"TID_DECO_RUIN_ROCKS","Каменное поле"
"TID_DECO_RUIN_RUINED_PILLARS","Поврежденные колонны"
"TID_DECO_RUIN_STONE_CIRCLE","Круг из камней"
"TID_DECO_RUIN_TREE_FARM","Лесное хозяйство"
"TID_DECO_RUIN_TRUNKS","Сухие стволы"
"TID_DECO_SCARECROW","Тыквенное пугало"
"TID_DECO_SC_BEACH_CANNON","Статуя Boom Beach"
"TID_DECO_SC_BRAWLSTARS","Звезда Brawl Stars"
"TID_DECO_SC_GAUNTLET","Громадная перчатка"
"TID_DECO_SC_HAYDAY_CHICKEN","Героическая курица"
"TID_DECO_SC_ROYALE_CASTLE","Башня Royale"
"TID_DECO_SOCK","Носок со скелетом"
"TID_DECO_SPACE_2024_CRATER","Боевой кратер"
"TID_DECO_SPACE_2024_GLOBE","Каменный шар"
"TID_DECO_SPACE_2024_GOBLIN_STATUE","Гоблин-исследователь"
"TID_DECO_TH14_FOUNTAIN","Фонтан"
"TID_DECO_TTRPG_MIMIC_CHEST","Милый сундук"
"TID_DECO_TTRPG_SUPERDECO_D20","Кубик судьбы"
"TID_DECO_TTRPG_TREEPORTAL","Симпатичный портал"
"TID_DECO_WILDWEST_CACTUS","Дружелюбный кактус"
"TID_DECO_WILDWEST_SKELLY","Скелет-ковбой"
"TID_DECO_WILDWEST_TOTEM","Драконий тотем"
"TID_DEFAULT_VILLAGE_NAME","Деревня вождя <name>"
"TID_DEFEAT","Поражение"
"TID_DEFEATED","Поражение"
"TID_DEFENCE_LOG","Журнал обороны"
"TID_DEFENCE_PERCENTAGE","Осад выдержано:"
"TID_DEFENCE_TROOP_COUNT","Обороняющиеся войска: <number>"
"TID_DEFENCE_TROOP_LEVEL","Уровень войск: <number>"
"TID_DEFENDING_TROOPS","Защищающие войска:"
"TID_DEFENSIVE_LAYOUT_OBSTRUCTED_TEXT","Оборонной планировке мешают препятствия. Пока препятствия не будут удалены, при обороне будет использоваться активная планировка."
"TID_DEFENSIVE_LAYOUT_OBSTRUCTED_TITLE","Оборонная планировка заблокирована"
"TID_DEGENERATION_TIME","Время жизни (с.): <number>"
"TID_DELETE_ACCOUNT_TITLE","Удаление учетной записи"
"TID_DELETE_BUTTON","Удалить"
"TID_DEMOTED_TO_TEXT","Понижен до:"
"TID_DEMOTE_POPUP_TITLE","О нет! Вас понизили!"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION","Понизить игрока <name> до старейшины клана?"
"TID_DEMOTE_TO_ADMIN_CONFIRMATION_TITLE","Понизить?"
"TID_DEMOTE_TO_MEMBER_CONFIRMATION","Понизить игрока <name> до члена клана?"
"TID_DEMOTE_TO_MEMBER_CONFIRMATION_TITLE","Понизить?"
"TID_DETAILS_TEXT_TH12_INFERNO_PACK","Эксклюзивное временное предложение ратуши 12-го уровня!"
"TID_DEVICE_LINKED_MAIL_ITEM","Новое устройство привязано к вашей деревне."
"TID_DEVICE_LINK_CODE_VALID_TIME","Код действителен:"
"TID_DEVICE_LINK_CONFIRMATION_TOWNHALL_LEVEL","Ратуша <level>-го уровня"
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS","Эта деревня уже привязана. Привязать можно только один раз."
"TID_DEVICE_LINK_ERROR_ALREADY_BOUND_TO_ALL_PLATFORMS_TITLE","Уже привязана"
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID","Чтобы играть на нескольких устройствах iOS, пожалуйста, убедитесь, что вы вошли в WeChat или QQ на этом устройстве.\n\nЗатем подключитесь к WeChat или QQ на другом устройстве. Ваш прогресс будет синхронизирован автоматически."
"TID_DEVICE_LINK_ERROR_BOTH_HAVE_OPEN_ID_KUNLUN","Эта деревня уже привязана. Привязать можно только один раз."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH","Невозможно перезаписать деревню"
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT","Ваша деревня привязана к учетной записи Game Center, с помощью которой вы вошли.\n\nТак как деревня уже начала развиваться (уровень ратуши вырос до <level>-го, или были сделаны покупки), ее невозможно перезаписать."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_ANDROID","Ваша деревня привязана к учетной записи Google, с помощью которой вы вошли.\n\nТак как деревня уже начала развиваться (уровень ратуши вырос до <level>-го, или были сделаны покупки), ее невозможно перезаписать."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_KUNLUN","Ваша деревня привязана к учетной записи, с помощью которой вы вошли.\n\nТак как деревня уже начала развиваться (уровень ратуши вырос до <level>-го, или были сделаны покупки), ее невозможно перезаписать."
"TID_DEVICE_LINK_ERROR_CODE_CURRENT_VILLAGE_TOO_HIGH_TEXT_TENCENT","Ваша деревня привязана к учетной записи, с помощью которой вы вошли.\n\nТак как деревня уже начала развиваться (уровень ратуши вырос до <level>-го, или были сделаны покупки), ее невозможно перезаписать."
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0","Что-то пошло не так. Пожалуйста, попробуйте снова!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_0_TITLE","Произошла ошибка (100)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1","Что-то пошло не так. Пожалуйста, попробуйте снова!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_1_TITLE","Произошла ошибка (101)"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2","Что-то пошло не так. Пожалуйста, попробуйте снова!"
"TID_DEVICE_LINK_ERROR_CODE_ERROR_2_TITLE","Произошла ошибка (102)"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM","Код привязки недоступен"
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT","Для того чтобы играть на разных устройствах iOS, код привязки не нужен.\n\nЧтобы играть на другом устройстве iOS, войдите на нем в ту же учетную запись Game Center, что и на предыдущем устройстве.\n\nВаши игровые данные синхронизируются автоматически посредством учетной записи Game Center."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_ANDROID","Для того чтобы играть на разных устройствах Android, код привязки не нужен.\n\nЧтобы играть на другом устройстве Android, войдите на нем в ту же учетную запись Google Play (это можно сделать в настройках игры), что и на предыдущем устройстве.\n\nВаши игровые данные синхронизируются автоматически."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_KUNLUN","Чтобы играть на разных устройствах Android, код привязки не нужен.\n\nЧтобы играть на другом устройстве Android, загрузите Clash of Clans из Android App Store и войдите в ту же учетную запись.\n\nВаши игровые данные синхронизируются автоматически."
"TID_DEVICE_LINK_ERROR_CODE_SAME_PLATFORM_TEXT_TENCENT","Чтобы играть на другом устройстве Android, скачайте Clash of Clans в Tencent Store и войдите в ту же учетную запись WeChat или QQ.\n\nВаши сохраненные данные синхронизируются автоматически."
"TID_DEVICE_LINK_ERROR_GAME_CENTER","Вы не подключены к Game Center"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_ANDROID","Вы не вошли в Google Play"
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT","Пожалуйста, войдите в учетную запись Game Center, чтобы привязать устройство. Затем попробуйте снова."
"TID_DEVICE_LINK_ERROR_GAME_CENTER_TEXT_ANDROID","Пожалуйста, войдите в учетную запись Google Play, чтобы привязать устройство. Для этого коснитесь кнопки \qВход в Google Play\q в настройках. Затем попробуйте снова."
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE","Неверный код привязки"
"TID_DEVICE_LINK_ERROR_INVALID_LINK_CODE_TEXT","Введенный вами код неверен, или срок его действия истек. Убедитесь в том, что вы верно ввели код, показанный на другом устройстве.\n\nПожалуйста, коснитесь кнопки \qНазад\q и попробуйте снова.\n\nПомните: код можно ввести лишь однажды, и срок его действия истекает через <time>. Вы всегда можете получить новый код, вновь войдя в меню привязки устройства."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED","Ваша деревня еще не привязана к учетной записи Game Center. Пожалуйста, убедитесь, что вы вошли в учетную запись Game Center, к которой еще не привязана деревня, а затем перезапустите игру.\n\nПоявится диалоговое окно с вопросом, хотите ли вы прикрепить деревню к учетной записи Game Center. Выберите \qДа\q.\n\nВНИМАНИЕ: привязать деревню можно лишь один раз и только к одной учетной записи."
"TID_DEVICE_LINK_ERROR_NOT_ATTACHED_ANDROID","Ваша деревня еще не привязана к учетной записи Google. Вернитесь на экран настройки и войдите в учетную запись Google Play, к которой еще не привязана деревня.\n\nВНИМАНИЕ: привязать деревню можно лишь один раз и только к одной учетной записи."
