"TID","PT"
"TID_CAPITAL_TUTORIAL_11","Por que você não começa para ver como pode ajudar?"
"TID_CAPITAL_TUTORIAL_2","Por que tudo é tão pequeno por aqui? Esta é uma vila de formigas?"
"TID_CAPITAL_TUTORIAL_3","Ah, finalmente. Temos muito a fazer em pouco tempo. Vamos logo!"
"TID_CAPITAL_TUTORIAL_4","Este é um bom lugar para construir. Esta montanha é a capital do seu clã."
"TID_CAPITAL_TUTORIAL_5","Num bom clã, membros se unem para construir e para batalhar. Ouça a sabedoria dos mais velhos."
"TID_CAPITAL_TUTORIAL_6","Bem, vamos por partes, OK?"
"TID_CAPITAL_TUTORIAL_7","O Pico da Capital tem de tudo: águas termais, cabanas confortáveis e o capitólio."
"TID_CAPITAL_TUTORIAL_8","Quanto mais forte for o capitólio, mais distritos poderão ser construídos."
"TID_CAPITAL_TUTORIAL_9","Cada distrito tem construções e terrenos diferentes. Eles são fundamentais para deixar a capital mais forte."
"TID_CAPITAL_UNIT_HOME","Desbloqueia e melhora <name>."
"TID_CAPITAL_UPGRADES","Melhorias da capital"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","Não priorizar"
"TID_CAPITAL_UPGRADE_PRIORITIZE","Priorizar"
"TID_CAPITAL_VISIT_DISTRICT_FAILED","Não foi possível visitar a capital do clã."
"TID_CAPITAL_VISIT_OWN_CAPITAL_FAILED","Não foi possível entrar na capital do clã."
"TID_CASTLE_FULL","Castelo cheio"
"TID_CAULDRON_REWARD_INFO1","Decoração: caldeirão de elixir ácido"
"TID_CAULDRON_REWARD_INFO2","Quando o evento acabar, você receberá o caldeirão de elixir ácido como decoração."
"TID_CHALLENGES_HUB_TEXT","Confira os <cffcc33>desafios</c> e decida um novo caminho a rumar."
"TID_CHALLENGE_ALREADY_CLOSED","Desafio já fechado"
"TID_CHALLENGE_ATTACK_CODE","Código de ataque:"
"TID_CHALLENGE_ATTACK_CODE_HINT","Desafie um amigo a atacar sua vila com este código! Seus amigos do Clash também podem aceitar esse desafio direto da lista de amigos."
"TID_CHALLENGE_BUTTON","Desafio"
"TID_CHALLENGE_CANCELLED","O desafio não está mais disponível."
"TID_CHALLENGE_CANT_REQUEST","Entre num clã para pedir tropas, feitiços e máquinas de cerco do Castelo do Clã."
"TID_CHALLENGE_CASTLE_EMPTY","Seu Castelo do Clã está vazio!"
"TID_CHALLENGE_CHANGE_LAYOUT","Mudar layout"
"TID_CHALLENGE_CHANGE_LAYOUT_BUTTON","Alterar"
"TID_CHALLENGE_CHOOSE_LAYOUT","Escolher layout"
"TID_CHALLENGE_CHOOSE_NEW_LAYOUT","Escolher novo layout"
"TID_CHALLENGE_CLOSED","A vila já está sendo atacada."
"TID_CHALLENGE_COMPLETED","Concluído!"
"TID_CHALLENGE_DEFAULT_INPUT","Você consegue derrotar minha vila?"
"TID_CHALLENGE_EVENT_ENDED","O evento do desafio terminou!"
"TID_CHALLENGE_FAIL_RESTRICTED","Não é possível iniciar o desafio."
"TID_CHALLENGE_FAIL_SERVER","Impossível iniciar o desafio. Tente novamente mais tarde."
"TID_CHALLENGE_FAIL_SERVER_ALREADY_IN_PROGRESS","Não foi possível iniciar o desafio. Já há um em andamento."
"TID_CHALLENGE_FRIEND_CONTENT","Desafie um amigo a atacar sua vila"
"TID_CHALLENGE_FRIEND_TITLE","Desafie um amigo"
"TID_CHALLENGE_HEADER","Desafie um colega de clã a atacar sua vila."
"TID_CHALLENGE_INFO_2012","Clash of Clans é lançado, e a diversão mundial começa!"
"TID_CHALLENGE_INFO_2013","Os heróis, as primeiras tropas de elixir negro e o centro da vila 10 chegam no pedaço!"
"TID_CHALLENGE_INFO_2014","Finalmente os clãs podem lutar na Guerra de Clãs! Os heróis ganham habilidades, e o Lava Hound entra na jogada."
"TID_CHALLENGE_INFO_2015","O Grande Guardião chega com o centro da vila 11. Os primeiros feitiços sombrios são produzidos. De repente, o centro da vila aparece na base..."
"TID_CHALLENGE_INFO_2016","O mundo Clash aumenta com a chegada de Clash Royale. Guerras e desafios amistosos são adicionados. Lançadores, Mineiros e Bebês Dragões também aparecem."
"TID_CHALLENGE_INFO_2017","A base do construtor é descoberta no mar distante. O fortão aparece com os primeiros Jogos do Clã e itens mágicos."
"TID_CHALLENGE_INFO_2018","O centro da vila 12 e o Dragão Elétrico chegam para eletrizar. As máquinas de cerco, a liga das Guerras de Clãs e o comerciante também chegam abalando tudo."
"TID_CHALLENGE_INFO_2019","O ano começa com desafios da temporada e visuais de heróis, continua com a casa do construtor de nível 9 e com as melhorias na Liga Lendária e termina com a chegada do centro da vila 13, da Campeã Real e do Yeti."
"TID_CHALLENGE_INFO_2020","As supertropas chegam ao jogo, dando novos poderes e penteados incríveis às tropas clássicas. A Caçadora de Heróis, o Lançador de Troncos e o Feitiço de Invisibilidade trazem ainda mais opções ao jogo."
"TID_CHALLENGE_INFO_2021","O centro da vila 14 começa uma confusão na selva. Os heróis ganham animais de estimação que também participam da batalha! O Dragão Dirigível e o Trabuco Flamejante esquentam os ânimos."
"TID_CHALLENGE_INFO_2022","A capital do clã é descoberta acima das nuvens, permitindo que clãs construam e batalhem juntos! Os primeiros 10 anos se passaram, mas o que mudará nos próximos 10?"
"TID_CHALLENGE_LAYOUT","Layout"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE","Volte à sua vila para iniciar um desafio amistoso!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_ATTACK","Volte à sua vila para atacar!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_CANCEL","Volte à sua vila para cancelar um desafio!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_LIVE","Volte à base principal para assistir ao vivo!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_REPLAY","Volte à vila principal para assistir a um replay!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_SCOUT","Volte à sua vila para explorar!"
"TID_CHALLENGE_NOT_AVAILABLE_NO_ARMY","Melhore o capitólio para o nível 2 para iniciar um desafio amistoso do distrito!"
"TID_CHALLENGE_NOT_AVAILABLE_RAID_SEASON","Desafio amistoso indisponível no raide de fim de semana!"
"TID_CHALLENGE_PROGRESS","Progresso do desafio"
"TID_CHALLENGE_START_FAILED","Não foi possível começar o desafio."
"TID_CHALLENGE_SWITCH_LAYOUT","Layout escolhido"
"TID_CHALLENGE_TH10_BOBAT","Boliche com Morcegos"
"TID_CHALLENGE_TH10_MINER","Mania de mina"
"TID_CHALLENGE_TH11_EDRAG","Cirurgia elétrica"
"TID_CHALLENGE_TH11_LAVALOON","Lava e mais Balões"
"TID_CHALLENGE_TH12_BOWIGI","Boliche com Bruxas"
"TID_CHALLENGE_TH12_DRAGBAT","Circo voador"
"TID_CHALLENGE_TH12_YETI","Yeti Esmaga"
"TID_CHALLENGE_TH13_HYBRID","A maldição do anel"
"TID_CHALLENGE_TH4_GIANT","Gigante esmagador"
"TID_CHALLENGE_TH5_LOON","Marcha dos balões"
"TID_CHALLENGE_TH6_GIWIWA","Escudo humano"
"TID_CHALLENGE_TH7_DRAGON","Chapa quente"
"TID_CHALLENGE_TH7_HOG","Debandada suína"
"TID_CHALLENGE_TH7_MINION","Ataque aéreo"
"TID_CHALLENGE_TH8_GOWIPE","Atacantes de peso"
"TID_CHALLENGE_TH8_GOWIVA","Turbilhão da destruição"
"TID_CHALLENGE_TH9_BABYDQW","Bebês zangados"
"TID_CHALLENGE_TH9_LAVALOON","Lava e Balões"
"TID_CHALLENGE_TH9_WITCH","Tapa de Bruxa"
"TID_CHALLENGE_TITLE","Desafio Amistoso"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","Assistir a um replay ao vivo para ver o desempenho de seu amigo?"
"TID_CHALLENGE_WAIT_HEADER","Aguardando um colega atacar!"
"TID_CHALLENGE_WAIT_TITLE","Desafio Amistoso"
"TID_CHALLENGE_WAS_ACCEPTED","Desafio amistoso aceito!"
"TID_CHANGE_HEROES","Trocar heróis"
"TID_CHANGE_LEAGUE_WAR_PARTICIPANTS","Mudar participantes da guerra"
"TID_CHANGE_NAME_ALREADY_USED","Não é possível alterar o nome! A alteração só pode ser feita uma única vez e já foi usada nesta conta."
"TID_CHANGE_NAME_BUTTON","Alterar o nome"
"TID_CHANGE_NAME_TITLE","Alterar o nome"
"TID_CHANGE_TROOPS","Alterar tropas"
"TID_CHARACTER_APPRENTICE_WARDEN","Guardião Aprendiz"
"TID_CHARACTER_APPRENTICE_WARDEN_INFO","Apesar das grandes ambições, o Guardião Aprendiz ainda é um estudante. Ele ajuda as tropas com sua aura de vida mágica e um estilingue não tão mágico."
"TID_CHARACTER_BABY_DRAGON_ACTIVE","Espirro incendiário"
"TID_CHARACTER_BABY_DRAGON_ACTIVE_INFO","Após a ativação, espirra fogo em forma de cone, causando <num> pontos de dano."
"TID_CHARACTER_BABY_ELECTRO_DRAGON","Dragão Elétrico Bebê"
"TID_CHARACTER_BARCHER","Bárbaro Arqueiro"
"TID_CHARACTER_BATTLE_DRUID",
"TID_CHARACTER_BATTLE_DRUID_INFO",
"TID_CHARACTER_BIG_BOY","Colosso"
"TID_CHARACTER_CANNON_CART_ACTIVE_INFO","Após a ativação, alterna entre os modos Carrinho e Morteiro."
"TID_CHARACTER_CHAIN_HEAL_DRUID",
"TID_CHARACTER_CHAIN_HEAL_DRUID_INFO",
"TID_CHARACTER_CHANGE_MODE_ACTIVE","Troca de modo"
"TID_CHARACTER_COOKIE_PEKKA","C.O.O.K.I.E"
"TID_CHARACTER_ELECTROFIRE_WIZARD_ACTIVE_INFO","Após a ativação, alterna entre os modos Fogo e Elétrico."
"TID_CHARACTER_ELECTRO_TITAN","Titã Elétrica"
"TID_CHARACTER_ELECTRO_TITAN_INFO","Transbordando poder mágico, a Titã Elétrica é uma força inigualável em batalha. Ela canaliza parte da sua magia em um poderoso chicote elétrico enquanto o resto do seu poder se alastra para destruir tudo ao seu redor."
"TID_CHARACTER_ELITE_BARBARIAN","Superbárbaro"
"TID_CHARACTER_ELITE_GIANT","Supergigante"
"TID_CHARACTER_ELITE_GOBLIN","Goblin Ardiloso"
"TID_CHARACTER_ELITE_WALLBREAKER","Superdestruidor de Muros"
"TID_CHARACTER_FIRECRACKER","Pirotécnica"
"TID_CHARACTER_FIREMITE","Floco Flamejante"
"TID_CHARACTER_FREE_KICKER","Bárbaro Atacante"
"TID_CHARACTER_GIANT_ACTIVE","Bloqueio de boxeador"
"TID_CHARACTER_GIANT_ACTIVE_INFO","Após a ativação, bloqueia todo dano recebido por <num> segundos."
"TID_CHARACTER_GRAVE_GOLEM","Golem Sombrio"
"TID_CHARACTER_HASTY_BALLOON","Balão-foguete"
"TID_CHARACTER_HEADHUNTER","Caçadora de Heróis"
"TID_CHARACTER_HOGLESS_RIDER","Supermontador"
"TID_CHARACTER_HOGLESS_RIDER_INFO","Um montador sem o porco ainda é formidável. Ele desce o martelo em qualquer alvo próximo."
"TID_CHARACTER_HOG_WIZARD","Mago dos Porcos"
"TID_CHARACTER_ICE_SPIRIT","Flocos Simbióticos"
"TID_CHARACTER_ICE_SPIRIT_INFO","Não subestime os Flocos Simbióticos pelo seu tamanho. Eles pulam da Morsa Glacial e atacam a defesa mais próxima para esfriar os ânimos impiedosamente."
"TID_CHARACTER_INFERNO_DRAGON","Dragão Infernal"
"TID_CHARACTER_INFERNO_DRAGON_INFO","O Dragão Infernal aprendeu a focar sua fúria em um raio de fogo, que fica mais forte com o passar do tempo!"
"TID_CHARACTER_INFO_AD_SEEKER_FRAG","Liberadas em grande número depois que um Lava Hound morre, essas criaturas minúsculas mantêm a luta por um período um pouco mais longo."
"TID_CHARACTER_INFO_AD_SEEKER_NO_EXPLOSION","Estas feras flamejantes são atraídas pelas defesas antiaéreas e são excelente para proteger outras tropas. Depois de destruídas, elas criam ameaças menores e mais fracas."
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION","Estas feras flamejantes não resistem à vontade de atacar defesas antiaéreas, fornecendo uma proteção excelente para outras tropas. Depois de destruídas, elas explodem e criam ameaças menores e mais fracas."
"TID_CHARACTER_INFO_AD_SEEKER_WITH_EXPLOSION_SHORT","Distraia as defesas aéreas com este tanque voador."
"TID_CHARACTER_INFO_ARCHER","Estas atiradoras de elite mantêm a distância no campo de batalha e na vida. Nada as deixa mais satisfeitas do que derrubar obstinadamente seus alvos."
"TID_CHARACTER_INFO_ARCHER_SHORT","Atiradoras de elite que atacam de longe."
"TID_CHARACTER_INFO_BABY_DRAGON2","Uma coisinha fofa demais que tem uns surtos de cuspir fogo que só vendo! A destruição nunca teve uma carinha tão fofa."
"TID_CHARACTER_INFO_BABY_DRAGON2_SHORT","Ninguém quer chegar perto desse bebê mal-humorado."
"TID_CHARACTER_INFO_BABY_ELECTRO_DRAGON","O Dragão Elétrico Bebê acerta até 3 alvos e é rápido, mas não inflige muito dano."
"TID_CHARACTER_INFO_BALLOON","Estes esqueletos promovidos trocaram a diversão de destruir muros pela alegria de destruir defesas. Mobilize-os para eliminar morteiros e canhões!"
"TID_CHARACTER_INFO_BALLOON_SHORT","Essas frágeis unidades voadoras acabam com as defesas de cima."
"TID_CHARACTER_INFO_BARBARIAN","Este destemido herói conta com seus músculos e seu notável bigode para causar estragos nas vilas inimigas. Libere uma horda de Bárbaros e curta o caos!"
"TID_CHARACTER_INFO_BARBARIAN_SHORT","Um guerreiro icônico que destrói defesas com sua espada."
"TID_CHARACTER_INFO_BARCHER","Combinando a obstinação de um Bárbaro com a agilidade de uma Arqueira, o Bárbaro Arqueiro é surpreendentemente eficaz apesar da sua aparência pouco saudável."
"TID_CHARACTER_INFO_BAT","Os Morcegos são muito rápidos e mortais quando estão em grupo, mas é mole acabar com eles com dano indireto."
"TID_CHARACTER_INFO_BATTLERAM","Quatro Bárbaros com um tronco gigante correm em direção ao alvo e causam danos significativos ao chegar lá. Depois, partem para briga com espadas!"
"TID_CHARACTER_INFO_BIG_BOY","Colosso é, sem dúvida, o esqueleto mais imponente que você já viu. Apesar de todo esse tamanho, ele está sempre agarrado na barra da saia da mamãe..."
"TID_CHARACTER_INFO_BOMBER","Com um apetite para a destruição e efeitos especiais de alta qualidade, os Bombardeiros explodem o que estiver na frente e ainda danificam uns muros."
"TID_CHARACTER_INFO_BOMBER_SHORT","Um camaradinha que adora bombas e odeia muros."
"TID_CHARACTER_INFO_BOWLER","Este homenzarrão azul gosta das coisas simples da vida: drinques feitos com elixir negro e de lançar pedras. Seus pedregulhos gigantes quicam no alvo e atingem outro alvo atrás."
"TID_CHARACTER_INFO_BOWLER_SHORT","Esse grandalhão roxo acaba com os inimigos usando uma pedra."
"TID_CHARACTER_INFO_COOKIE_PEKKA","C.O.O.K.I.E adocica o campo de batalha lutando ferozmente com ataques giratórios de pretzel que causam dano em área. Ela pode deixar um rastro de destruição e também de farelos."
"TID_CHARACTER_INFO_DARK_WITCH","Invoca hordas de criaturas voadoras e, diferentemente da irmã, deixa a grama em perfeitas condições."
"TID_CHARACTER_INFO_DARK_WITCH_SHORT","Quem tem Morcegos nunca se sente só."
"TID_CHARACTER_INFO_DRAGON","A força dos dragões é conhecida em toda a terra. Este terror escamoso dos céus não tem misericórdia, e nada consegue escapar das chamas de seu sopro."
"TID_CHARACTER_INFO_DRAGON_SHORT","Escamas impenetráveis e chamas indomáveis são uma combinação mortal."
"TID_CHARACTER_INFO_ELITE_BARBARIAN","Superiores em poder, velocidade, saúde e até mesmo em suas madeixas, Superbárbaros são tudo que Bárbaros convencionais almejam ser!"
"TID_CHARACTER_INFO_ELITE_GIANT","Supergigantes são maiores do que seus primos e são peritos em atravessar muros com seus murros. Ostentam um cinturão recebido no campeonato dos bons de garfo da vila."
"TID_CHARACTER_INFO_ELITE_GOBLIN","Goblins Ardilosos passam despercebidos após serem mobilizados. O barulho que fazem enquanto surrupiam ouro é o que os denuncia."
"TID_CHARACTER_INFO_ELITE_WALLBREAKER","Quem diria que rolar seria mais eficaz do que correr? Superdestruidores de Muros usam bombas que explodem em qualquer circunstância! Fracasso é coisa do passado!"
"TID_CHARACTER_INFO_EL_PRIMO","Esse lutador misterioso apareceu do nada dando socos que acabam com os muros rapidinho! Ninguém sabe sua verdadeira identidade, só que ele é forte, é homem e luta pelo seu clã."
"TID_CHARACTER_INFO_FIRECRACKER","Esta piromaníaca de cabelo rosa trocou seu arco por algo mais explosivo. A Pirotécnica faz de tudo para fulminar os alvos mais próximos, mas o recuo dos seus disparos a empurra ligeiramente para trás. Durante o Ano-Novo Lunar, ela pode ficar responsável pelos fogos de artifício, mas é melhor não deixar nada inflamável por perto!"
"TID_CHARACTER_INFO_FIREMITE",
"TID_CHARACTER_INFO_FLYING_GOBLIN","Uma ameaça voadora que espalhará o caos pela vila. De preferência, na vila inimiga."
"TID_CHARACTER_INFO_FREE_KICKER","Começa a partida com um disparo cuidadosamente mirado que destrói a defesa mais próxima. Depois, sai quebrando tudo como de costume."
"TID_CHARACTER_INFO_GHOST","O Fantasma Real cansou de ser ignorado e está determinado a detonar geral para conseguir o reconhecimento que tanto merece. Ele consegue ser tão imperceptível que nem muros o detêm."
"TID_CHARACTER_INFO_GIANT","Estes grandalhões podem parecer calmos, mas coloque-os na frente de uma Torre Arqueira ou de um Canhão, e sua fúria será desencadeada. Lentos, porém resistentes, esses guerreiros são ideais para absorver dano."
"TID_CHARACTER_INFO_GIANT_SHORT","Esses grandalhões só querem destruir defesas!"
"TID_CHARACTER_INFO_GIANT_SKELETON","Ossudo desde criança, o Esqueleto Gigante nasceu para explodir mais do que meros muros. Após ser destruído, sua bomba gigante danifica tudo em seu alcance."
"TID_CHARACTER_INFO_GOBLIN","Estas criaturinhas irritantes só pensam em uma coisa: SAQUE! Elas são mais rápidas que a armadilha de mola, e sua sede de recursos é insaciável."
"TID_CHARACTER_INFO_GOBLIN_SHORT","Hábeis em roubar ouro e elixir."
"TID_CHARACTER_INFO_GOLEM","O poderoso Golem é craque em absorver dano! Quando destruído, ele explode e divide-se em Golemitas, que têm um quinto da força e dos pontos de vida do original."
"TID_CHARACTER_INFO_GOLEM_SEC","Os Golemitas são Golens menores, construídos dentro da criatura gigantesca. Quando o Golem é destruído, os Golemitas ganham vida e continuam lutando!"
"TID_CHARACTER_INFO_GOLEM_SHORT","Um pedregulho capaz de aguentar dano ostensivo."
"TID_CHARACTER_INFO_GRAVE_GOLEM","Com a determinação inquebrável de um Golem e a magia de uma Bruxa, esta mistura monstruosa acaba com as defesas inimigas num piscar de olhos!"
"TID_CHARACTER_INFO_HASTY_BALLOON","Equipado com dois foguetes cuidadosamente inspecionados, o Balão-foguete leva vantagem em todas as batalhas!"
"TID_CHARACTER_INFO_HEADHUNTER","A Caçadora de Heróis é ágil o bastante para pular muros e tem um só objetivo: eliminar heróis inimigos. Graças ao seu trabalho como boticária da vila, ela prepara armas envenenadas que diminuem o ataque e a velocidade dos seus alvos."
"TID_CHARACTER_INFO_HEADHUNTER_SHORT","Aniquila heróis inimigos sem dó nem piedade!"
"TID_CHARACTER_INFO_HEALER","Esta majestosa criatura vive para proteger e ajudar seus companheiros. Qualquer exército ganha vantagem com seu poder de cura, mas não se esqueça de protegê-la das defesas aéreas!"
"TID_CHARACTER_INFO_HEALER_SHORT","Mantém seu exército forte e na luta por mais tempo!"
"TID_CHARACTER_INFO_HOG_GLIDER","É um porco? É um avião? Não, é o Voador! Pular muro é fichinha para eles, mas quando se trata de evitar colisões..."
"TID_CHARACTER_INFO_HOG_GLIDER_SHORT","Livre como um pássaro, barulhento como um porco."
"TID_CHARACTER_INFO_HOG_RAIDERS","Um encontro lindo de Corredores e Voadores, é a festa mais estridente da história!"
"TID_CHARACTER_INFO_HOG_RIDER","Sem a asa-delta, eles voltam a ser a nossa querida dupla dinâmica que passa por cima de qualquer muro sem dificuldades."
"TID_CHARACTER_INFO_HOG_WIZARD","Uma tropa perigosa que combina a atitude explosiva e mágica de um Mago com a agilidade implacável de um Corredor. Os adversários vão tremer nas bases!"
"TID_CHARACTER_INFO_HULK_BIG","O que uns chamam de lar, esse aqui chama de férias!"
"TID_CHARACTER_INFO_HULK_SMALL","O que os outros chamam de apuros, ele chama de lar."
"TID_CHARACTER_INFO_ICEGOLEM","O Golem de Gelo é cuca fresca, mas não tem nenhum senso de humor. Ele congela tudo em que toca, tudo ao seu redor quando é destruído e congela quando alguém fala com ele na festinha. Seu congelamento é reduzido e dura menos na defesa."
"TID_CHARACTER_INFO_ICEGOLEM_SHORT","Um picolé ambulante que congela os arredores ao ser derrotado."
"TID_CHARACTER_INFO_IRONFIST_GIANT","De mão pesada e com jeitão de touro, esses Gigantes têm praticado seus socos certeiros."
"TID_CHARACTER_INFO_IRONFIST_GIANT_SHORT","Campeões pesos-pesados da liga de boxe de Clash."
"TID_CHARACTER_INFO_LAVALOON","Combinando as bombas poderosas dos Balões com as armaduras impenetráveis dos Lava Hounds, o Lavalão destrói bases com explosões uma após a outra."
