"TID","EN"
"TID_CLAN_TAG","Clan tag:"
"TID_CLAN_TAGS","Clan Labels"
"TID_CLAN_TAG_ACTIVE_DAILY","Active Daily"
"TID_CLAN_TAG_ACTIVE_DONATOR","Active Donator"
"TID_CLAN_TAG_AMATEUR_ATTACKER","Amateur Attacker"
"TID_CLAN_TAG_BASE_DESIGNING","Base Designing"
"TID_CLAN_TAG_BUILDER_BASE","Builder Base"
"TID_CLAN_TAG_CLAN_CAPITAL","Clan Capital"
"TID_CLAN_TAG_CLAN_GAMES","Clan Games"
"TID_CLAN_TAG_CLAN_WARS","Clan Wars"
"TID_CLAN_TAG_CLAN_WAR_LEAGUE","Clan War League"
"TID_CLAN_TAG_COMPETITIVE","Competitive"
"TID_CLAN_TAG_DONATIONS","Donations"
"TID_CLAN_TAG_FARMING","Farming"
"TID_CLAN_TAG_FRIENDLY","Friendly"
"TID_CLAN_TAG_FRIENDLY_WARS","Friendly Wars"
"TID_CLAN_TAG_HUNGRY_LEARNER","Hungry Learner"
"TID_CLAN_TAG_INTERNATIONAL","International"
"TID_CLAN_TAG_NEWBIE","Newbie"
"TID_CLAN_TAG_NEWBIE_FRIENDLY","Newbie Friendly"
"TID_CLAN_TAG_RELAXED","Relaxed"
"TID_CLAN_TAG_TALKATIVE","Talkative"
"TID_CLAN_TAG_TEACHER","Teacher"
"TID_CLAN_TAG_TROPHY_PUSHING","Trophy Pushing"
"TID_CLAN_TAG_UNDERDOG","Underdog"
"TID_CLAN_TAG_VETERAN","Veteran"
"TID_CLAN_TOTAL_POINTS","Total points:"
"TID_CLAN_TYPE","Type:"
"TID_CLAN_WARS","Clan Wars"
"TID_CLAN_WAR_CHALLENGE_ACCEPTED","Accepted by <name>"
"TID_CLAN_WAR_CHALLENGE_CANCELLED","Cancelled by <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED","Rejected by <name>"
"TID_CLAN_WAR_CHALLENGE_REJECTED_AUTOMATICALLY","Challenge was rejected"
"TID_CLAN_WAR_FREQ","War Frequency:"
"TID_CLAN_WAR_FREQ_ALWAYS","Always"
"TID_CLAN_WAR_FREQ_LESS_THAN_ONCE_WEEKLY","Rarely"
"TID_CLAN_WAR_FREQ_MORE_THAN_ONCE_WEEKLY","Twice a week"
"TID_CLAN_WAR_FREQ_NEVER","Never"
"TID_CLAN_WAR_FREQ_ONCE_WEEKLY","Once a week"
"TID_CLAN_WAR_FREQ_UNKNOWN","Not set"
"TID_CLAN_WAR_LEAGUE","Clan War League"
"TID_CLAN_WAR_LEAGUE_BUILDING_LEAGUE_BRACKET","Building League Group..."
"TID_CLAN_WAR_LEAGUE_JOIN_BUTTON","Join League"
"TID_CLAN_WAR_LEAGUE_SIGNUP_EXPIRY","League Sign Up Ends In:<time>"
"TID_CLAN_WAR_LEAGUE_STARTS_IN","League Begins In:<time>"
"TID_CLAN_WAR_PREPARE_BUTTON","Prepare!"
"TID_CLAN_WIN_STREAK","War Win Streak:"
"TID_CLASHFEST_SCENERY","Clash Fest Scenery"
"TID_CLASHMAS_CAMPAIGN_TITLE","Jolly Clashmas"
"TID_CLASHMAS_SLEIGH","Clashmas Sleigh"
"TID_CLASHOWEEN_BUILDING_INFO","This haunted creation by the strangely behaving Builder transforms your regular Elixir Storages into Sour Elixir. Hopefully this is just temporary."
"TID_CLASHOWEEN_COMBAT_ITEM_LOCKED","Collect more Sour Elixir to unlock"
"TID_CLEARED_LEVELS","Levels Cleared:"
"TID_CLEAR_SHOVELED_OBSTACLE_CONFIRM","Are you sure you want to remove movable <obstacle>? Used <booster> won't be refunded."
"TID_CLEAR_SHOVELED_OBSTACLE_CONFIRM_TITLE","Confirm removal"
"TID_CLOCK_TOWER_BOOST_DURATION","Boost duration: <number>"
"TID_CLOCK_TOWER_BOOST_TIME","Boost duration: <number> sec"
"TID_CLOCK_TOWER_INFO","The Clock Tower makes things happen faster in your Village! Collect resources, research and build faster."
"TID_CLOCK_TOWER_UPGRADE_NOTE","Makes boost last <time> longer"
"TID_CNY_CLAN_GAMES_HEADER","Lunar Games"
"TID_COLLECTORS_FULL_NOTIFICATION","Chief, your collectors are full and waiting!"
"TID_COLLECTOR_BOOST_INFO","Double your resource production!\n\nBoost resource collectors for only 1 Gem each."
"TID_COLLECT_CRAFTED_RESOURCE","Collect"
"TID_COME_BACK_NOTIFICATION_LARGE","Hey come back, your Village needs a leader"
"TID_COME_BACK_NOTIFICATION_MEDIUM","Your Village needs a leader. Come back Chief!"
"TID_COME_BACK_NOTIFICATION_SMALL","Come back Chief! Your army needs you"
"TID_COMING_SOON","Coming Soon..."
"TID_COMM_MAST","Radio Tower"
"TID_COMPLETE_NEXT_TASK_TO_UPGRADE","Complete the next task to upgrade."
"TID_COMPLETE_PREVIOUS_CHALLENGE","Complete the previous challenge"
"TID_COMPLETION_BONUS_INFO","Keep collecting <soft_currency> during the event for more <hard_currency>!"
"TID_COMPLETION_BONUS_INFO2","All rewards collected!"
"TID_COMPLETION_BONUS_TITLE","Bonus Track"
"TID_COMPLETION_REWARD","Completion Reward"
"TID_CONFIRM","Confirm"
"TID_CONFIRM_ALLIANCE_GAMES_DISCARD","If you trash this Challenge you won't be able to start another one for <time>."
"TID_CONFIRM_ALLIANCE_GAMES_DISCARD_TITLE","Trash Challenge?"
"TID_CONFIRM_ALLIANCE_GAMES_SPEEDUP","Skip waiting and get ready for a new Challenge now by spending <number> Gems?"
"TID_CONFIRM_ALLIANCE_GAMES_SPEEDUP_TITLE","Ready for a New Challenge?"
"TID_CONFIRM_ARE_YOU_SURE","Are you absolutely sure that you want to delete the current Village and replace it with:"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE","Are you sure you want to clear the training queue?"
"TID_CONFIRM_CLEAR_TRAINING_QUEUE_TITLE","Clear Training Queue?"
"TID_CONFIRM_CONFIRM","Please type in \q<confirmword>\q and press the Okay button to complete the action"
"TID_CONFIRM_CONTINUE_WANTS_INVITES_TEXT","You've rejected several Clan Invites. Do you want to continue receiving invites?"
"TID_CONFIRM_CONTINUE_WANTS_INVITES_TITLE","Still looking?"
"TID_CONFIRM_DEVICE_LINKING","Confirm linking"
"TID_CONFIRM_DEVICE_LINK_TEXT","Are you absolutely sure you want to delete the current Village and replace it with:"
"TID_CONFIRM_FINISH_TRAINING","Use Gems to finish training instantly?"
"TID_CONFIRM_FINISH_TRAINING_TITLE","Finish Training?"
"TID_CONFIRM_MERGE","Are you sure?"
"TID_CONFIRM_PARTIAL_TRAINING","Not enough room for all specified units. Do you want to train the army partially, anyway?"
"TID_CONFIRM_PARTIAL_TRAINING_TITLE","Confirm training"
"TID_CONFIRM_SCENERY_PURCHASE_TEXT","Do you want to get <name>?"
"TID_CONFIRM_SCENERY_PURCHASE_TITLE","Buy Scenery!"
"TID_CONFIRM_SKIN_PURCHASE_TEXT","Do you want to get <name>?"
"TID_CONFIRM_SKIN_PURCHASE_TITLE","Buy Skin!"
"TID_CONFIRM_SUPER_TROOP_CANCEL_AND_REMOVE_TROOPS_TEXT","Are you sure you want to stop the Super Troop boost now? Any boosted units will be removed from your army and you will not be refunded for the remaining boost time."
"TID_CONFIRM_SUPER_TROOP_CANCEL_TEXT","Are you sure you want to stop the Super Troop boost now? You will not be refunded for the remaining boost time."
"TID_CONFIRM_SUPER_TROOP_CANCEL_TITLE","Stop boost?"
"TID_CONFIRM_SUPER_TROOP_PURCHASE_TEXT","Boost <original> into <name> for <duration>?"
"TID_CONFIRM_SUPER_TROOP_PURCHASE_TITLE","Boost?"
"TID_CONFIRM_WANTS_SUGGESTED_PLAYERS_TEXT","Since it's been a while, do you still want to keep getting suggested to Clans as a potential member?"
"TID_CONFIRM_WORD","CONFIRM"
"TID_CONGRATULATIONS","Congratulations"
"TID_CONNECT_WITH_FACEBOOK_BUTTON","Connect to Facebook"
"TID_CONNECT_WITH_SCID_BUTTON","Connect to Supercell ID"
"TID_CONTACT_US_WELCOME_TEXT","Hello!"
"TID_CONTAINER_MAX","Max: <amount>"
"TID_CONTINUE","Continue"
"TID_CONTRIBUTE","Contribute"
"TID_CONTRIBUTED","<name> contributed"
"TID_COOLDOWN","Cooldown:"
"TID_COPIED_TO_DEVICE_CLIPBOARD","Tag copied to device clipboard!"
"TID_COPIED_TO_DEVICE_CLIPBOARD_GENERIC","Copied to device clipboard!"
"TID_COPY_ACTION_BUTTON","Copy"
"TID_COPY_ARMY_CANNOT_TRAIN","You cannot train this army"
"TID_COPY_HERE_BUTTON","Copy Here"
"TID_COPY_LAYOUT_FAILED_DISTRICT_MISSING","The District for this layout is not yet unlocked."
"TID_COPY_LAYOUT_FAILED_NOT_IN_CLAN","Can't copy Clan Capital layouts when not in a clan."
"TID_COSMETICS_CUSTOM_ANIMATIONS","Special Animations"
"TID_COSMETICS_CUSTOM_EFFECTS","Visual Effects"
"TID_COSMETICS_CUSTOM_MODEL","Custom Model"
"TID_COSMETICS_CUSTOM_MUSIC","Custom Music"
"TID_COSMETICS_CUSTOM_SOUND","Sound Effects"
"TID_COSMETICS_CUSTOM_TEXTURES","Custom Textures"
"TID_COSMETICS_CUSTOM_UNITS","Custom Spawned Units"
"TID_COSMETICS_CUSTOM_VO","Special Voice"
"TID_COSMETICS_EXTRA_ANIMATIONS","Extra Animations"
"TID_COSMETICS_EXTRA_EFFECTS","Extra Effects"
"TID_COSMETICS_EXTRA_SOUNDS","Extra Sounds"
"TID_COSMETICS_SCENERY_FEATURES","Scenery Includes:"
"TID_COSMETICS_SKIN_FEATURES","Skin Includes:"
"TID_COSMETICS_TIER_1","<cffffff>Standard</c>"
"TID_COSMETICS_TIER_2","<cffd345>Gold</c>"
"TID_COSMETICS_TIER_3","<ce86fff>Legendary</c>"
"TID_COSMETIC_ESTATE_2X2_SMALL_CABIN","Small Cabin"
"TID_COSMETIC_ESTATE_2X2_SMALL_CABIN_INFO","For the villagers who like their houses fair and square."
"TID_COSMETIC_ESTATE_2X2_SMALL_HUT","Small Hut"
"TID_COSMETIC_ESTATE_2X2_SMALL_HUT_INFO","A quaint little house. Not for tall people."
"TID_COSMETIC_ESTATE_3X3_SLANTED_HOUSE","Slanted House"
"TID_COSMETIC_ESTATE_3X3_SLANTED_HOUSE_INFO","The roof works well to keep snow from piling up, but makes interior decorating a pain."
"TID_COSMETIC_ESTATE_3X3_THATCHED_HUT","Thatched Hut"
"TID_COSMETIC_ESTATE_3X3_THATCHED_HUT_INFO","Occupied by Barbarians. Shoddy craftmanship. Highly flammable."
"TID_COSMETIC_ESTATE_3X3_WOODEN_CABIN","Wooden Cabin"
"TID_COSMETIC_ESTATE_3X3_WOODEN_CABIN_INFO","For the villagers who like their houses fair and square, and also bigger than their neighbors."
"TID_COSMETIC_ESTATE_3X3_WOODEN_HOUSE","Wooden House"
"TID_COSMETIC_ESTATE_3X3_WOODEN_HOUSE_INFO","A nicely built house. Great design. Provides shelter and comfort."
"TID_COSMETIC_ESTATE_4X4_GIANTS_HOUSE","Giants' House"
"TID_COSMETIC_ESTATE_4X4_GIANTS_HOUSE_INFO","Visitors can use the smaller entrance if the main doors prove too heavy."
"TID_COSMETIC_ESTATE_4X4_LARGE_HOUSE","Large House"
"TID_COSMETIC_ESTATE_4X4_LARGE_HOUSE_INFO","Spacious living quarters, good views and plenty of storage space."
"TID_CRAFT","Craft"
"TID_CRAFTING_FINISHES_IN","Crafting complete:"
"TID_CRAFTING_RESOURCE_LOCKED","Reach <building> level <level> to unlock crafting using <resource>"
"TID_CRAFT_RESOURCES_TITLE","Start Crafting?"
"TID_CREATE_ALLIANCE_BUTTON","Create"
"TID_CREATE_ALLIANCE_TAB","Create Clan"
"TID_CREATE_CLAN_ARRANGED_WARS_INFO","Allow other clans to send you Friendly War challenges?"
"TID_CREATE_CLAN_NOTICE_SUBTEXT","Your Clan Notice will use your current Clan Settings."
"TID_CREATE_CLAN_PUBLISH_WAR_LOG","Allow other players to see the results of your War battles from your clan's clan profile"
"TID_CREATE_PRESET_INFO","Add Troops and Spells, then save the army"
"TID_CREATE_SKELETONS_SPELL","Skeleton Spell"
"TID_CREATE_SKELETONS_SPELL_INFO","Summon an army of Skeletons anywhere on the battlefield!\n\nPut a few extra swords when and where you need them most. Skeletons do not trigger traps."
"TID_CREATOR_BOOST_SUPPORTING","Supporting:"
"TID_CREATOR_TAG_BEING_SENT","Sending code..."
"TID_CREATOR_TAG_NOT_ENTERED","Enter a code"
"TID_CREDITS_BUTTON","Credits"
"TID_CURRENT_DAY","Current Day"
"TID_CURRENT_REWARDS","Current"
"TID_CURRENT_WAR_LEAGUE","Current League:"
"TID_CWL23_SCENERY","War Arena Scenery"
"TID_DAILYLOGIN_BUTTON_CLAIM","Claim"
"TID_DAILYLOGIN_BUTTON_CLAIMED","Claimed"
"TID_DAILYLOGIN_DAY","Day <day>"
"TID_DAILYLOGIN_DISABLED_CLOSEBUTTON_TEXT","Claim reward first!"
"TID_DAILYLOGIN_INFO_TEXT","Log in daily to collect rewards!"
"TID_DAILYLOGIN_TITLE","Daily Reward!"
"TID_DAILY_BONUS_LIMIT_REACHED","Daily loot limit reached"
"TID_DAILY_LOGIN_HUB_TEXT","Check out the <cffcc33>Login Calendar</c> for daily rewards"
"TID_DAILY_LOOT_LIMIT_FILLED","Daily Loot Limit Reached"
"TID_DAILY_LOOT_LIMIT_FULL_INFO","You have already won all available loot today. You can still battle for trophies!"
"TID_DAILY_TASK_1_DESC","Get a Star from a Home Village Multiplayer Battle."
"TID_DAILY_TASK_1_TITLE","Daily Multiplayer Battle"
"TID_DAILY_TASK_2_DESC","Get a Star from a Builder Base Battle."
"TID_DAILY_TASK_2_TITLE","Daily Builder Battle"
"TID_DAMAGE_PER_HIT","Damage per hit: <number>"
"TID_DAMAGE_RADIUS","Area damage: <number> Tiles"
"TID_DARKTOWER_AMMO_ALREADY_FULL","Inferno Tower is fully loaded!"
"TID_DARKTOWER_AMMO_FILL_CONFIRMATION","Inferno Tower is now loaded!"
"TID_DARK_AGES_SCENERY","Dark Ages Scenery"
"TID_DARK_ELIXIR","Dark Elixir"
"TID_DARK_ELIXIR_BARRACK","Dark Barracks"
"TID_DARK_ELIXIR_BARRACK_INFO","The Dark Barracks will open doors for creatures born out of Dark Elixir. Upgrade the Barracks to unlock more Troops with unique battle skills."
"TID_DARK_ELIXIR_PUMP_INFO","Our Builders have finally figured a way to extract pure Dark Elixir, the rarest form of the magical substance."
"TID_DARK_ELIXIR_SHOP_PACK","<number> Dark Elixir"
"TID_DARK_ELIXIR_STORAGE_INFO","The power of Dark Elixir could not be contained in a regularly shaped Elixir vat. As it's three times as powerful, we had to invent a cubical form of storage!"
"TID_DARK_TOWER_INFO","Set the Inferno Tower's Dark Elixir fueled flame to build up unbelievable damage to single targets, or to constantly roast multiple targets at once."
"TID_DARK_WITCH","Night Witch"
"TID_DEAL_END_TIME","Deal ends in:"
"TID_DEATH_FREEZE_TIME","Freeze on destroyed: <number>s"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE","Goblin King Tribute"
"TID_DECORATION_10YEAR_BIRTHDAY_STATUE_INFO","Is it a bomb? 10th anniversary decoration? Townhall? No one knows!"
"TID_DECORATION_10_YEAR_FOUNTAIN","Anniversary Fountain"
"TID_DECORATION_10_YEAR_FOUNTAIN_INFO","Celebrating the tenth anniversary of Supercell!"
"TID_DECORATION_8YEAR_BIRTHDAY_STATUE","\qA Piece of Birthday Cake\q"
"TID_DECORATION_8YEAR_BIRTHDAY_STATUE_INFO","The Trader wishes you an especially delicious 8th birthday!"
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE","Fiery Figure"
"TID_DECORATION_9YEAR_BIRTHDAY_STATUE_INFO","Is it a signal fire? 9th anniversary decoration? An elaborate barbecue grill? No one knows!"
"TID_DECORATION_ANCIENT_BARBARIAN_STATUE","Ancient Barbarian Statue"
"TID_DECORATION_ARCHER_QUEEN_STATUE","Archer Queen Statue"
"TID_DECORATION_BARBARIAN_STATUE","Mighty Statue"
"TID_DECORATION_BATTLEMACHINE","Battle Machine Statue"
"TID_DECORATION_BK_STATUE","Mighty Hero Statue"
"TID_DECORATION_BUILDER_STATUE","Builder Statue"
"TID_DECORATION_CERTIFIED_CLASHER_STATUE","Certified Clasher Statue"
"TID_DECORATION_CLASHMAS_22","Clashmas Sleigh"
"TID_DECORATION_CLASH_FEST_22_STATUE","Eternal Flame"
"TID_DECORATION_CLASH_FEST_22_STATUE_INFO","Is this burning an eternal flame?"
"TID_DECORATION_CLASMAS_22_INFO","Take-off is easy, landing is hard."
"TID_DECORATION_CLOCKWORK_STATUE","Clockwork Statue"
"TID_DECORATION_CLOCKWORK_STATUE_INFO","It's a bit shy, but if you watch closely you can sometimes see the cogs turning!"
"TID_DECORATION_DOWNARROW_FLAG","Rally Flag"
"TID_DECORATION_DRAGON_STATUE","Dragon Statue"
"TID_DECORATION_FIRECRACKER","Festive Firecrackers"
"TID_DECORATION_FLOWERBOX1","Cornflower Bed"
"TID_DECORATION_FLOWERBOX2","Sunflower Bed"
"TID_DECORATION_GENERIC","Decoration"
"TID_DECORATION_GOLDEN_GOBLIN","Golden Poet"
"TID_DECORATION_GOLDEN_GOBLIN_INFO","Love of Gold so True and Bold, it inspires Goblins Young and Old!"
"TID_DECORATION_GOLDEN_HOG","Golden Hog"
"TID_DECORATION_GOLDEN_HOG_INFO","It looks like Gold, smells like Gold, feels like Gold. It's probably Gold."
"TID_DECORATION_HOG_FLAG","Hog Flag"
"TID_DECORATION_HOG_FLAG_INFO","This is happy Hog territory."
"TID_DECORATION_LEAGUE_III_STATUE","The Challenger Statue"
"TID_DECORATION_LEAGUE_III_STATUE_INFO","Those who own this statue are truly powerful, on the verge of becoming Champions."
"TID_DECORATION_LEAGUE_II_STATUE","The Contender Statue"
"TID_DECORATION_LEAGUE_II_STATUE_INFO","A symbol of growing skill, the owners of this statue are becoming a force to be reckoned with."
"TID_DECORATION_LEAGUE_I_STATUE","The Master Statue"
"TID_DECORATION_LEAGUE_I_STATUE_INFO","The owner of this statue has shown strength on the battlefield, yet has more to achieve."
"TID_DECORATION_NATIONAL_FLAG","National Flag"
"TID_DECORATION_PEKKA_STATUE","Statue of P.E.K.K.A"
"TID_DECORATION_PINETREE","Spruce Tree"
"TID_DECORATION_PIRATE_ANCHOR","Retired Anchor"
"TID_DECORATION_PIRATE_ANCHOR_INFO","After being cut loose and hitting rock bottom, this Anchor has just been enjoying its retirement. It's trying to stay ship-shape, but it's hard at this age."
"TID_DECORATION_SHORT_FILM_STATUE","Storied Statue"
"TID_DECORATION_SHORT_FILM_STATUE_INFO","Two brothers, one epic story."
"TID_DECORATION_SKULL_ALTAR","Ancient Skull"
"TID_DECORATION_SKULL_FLAG","Pirate Flag"
"TID_DECORATION_SMALL_PINETREE","Small Spruce Tree"
"TID_DECORATION_SNOWMAN","Snowman"
"TID_DECORATION_SNOWMAN_INFO","It has all the classic features of a snowman: gorgeous yellow hair, beady eyes and a frame of solid ice."
"TID_DECORATION_SUPER_TROOP_STATUE","Super Statue"
"TID_DECORATION_SUPER_TROOP_STATUE_INFO","The Super Troops are here!"
"TID_DECORATION_SWORD_IN_STONE","The Champion Statue"
"TID_DECORATION_SWORD_IN_STONE_INFO","A testament to strength, only the members of the greatest clans can obtain this legendary statue."
"TID_DECORATION_TORCH","Torch"
"TID_DECORATION_UPARROW_FLAG","Point Flag"
"TID_DECORATION_WAR_SHIELD","The Warrior Statue"
"TID_DECORATION_WAR_SHIELD_INFO","To get this statue, you need to prove yourself useful in the Clan War Leagues. Earn those medals!"
"TID_DECORATION_WHITE_FLAG","White Flag"
"TID_DECORATION_WINDMETER","Weather Vane"
"TID_DECO_BOULDER","Boulder"
"TID_DECO_CAP_REACHED","You've already built the maximum amount of these decorations."
"TID_DECO_CLASHBALL_GOAL","WIP: Goal"
"TID_DECO_CLASHBALL_GOLDENBOOT","Golden Boot"
"TID_DECO_CLASHBALL_STATUECHARACTER",
"TID_DECO_CLASHBALL_TROPHYBALL","Bestest Ball"
"TID_DECO_CLASHBALL_TROPHYBEVERAGE",
"TID_DECO_CLASHBALL_TROPHYCROWN","Triumphant Trophy"
"TID_DECO_CLASHBALL_TROPHYCUP","Celebration Cup"
"TID_DECO_CLOWN","\qFriendly\q Clown"
"TID_DECO_COFFIN","Cosy Coffin"
"TID_DECO_COZY_CLAM","Cozy Clam"
"TID_DECO_COZY_CLAM_INFO","Cozy Clam is the perfect relaxation spot to dream about hidden treasures while Clashing on your foldable device."
"TID_DECO_CWL_HAMMER","League Hammer"
"TID_DECO_CWL_SHIELD","League Shield"
"TID_DECO_DARK_AGES_DRAGON","Dragon Trophy"
"TID_DECO_DARK_AGES_DRAGON_INFO","A fierce sculpture with fiery eyes and smoky breath, guarding your village with its mighty presence"
"TID_DECO_DEAD_JAKUZZI","Spooky Spa"
"TID_DECO_DEAD_TREE","Dead Tree"
"TID_DECO_DUCK_POND","Duck Bath"
"TID_DECO_EGYPT_2024_BABYDRAGON","Baby Ptah"
"TID_DECO_EGYPT_2024_GOBLIN","Goblin Pharaoh"
"TID_DECO_EGYPT_2024_HOG","Hog Sphinx"
"TID_DECO_FIREPLACE","Bonfire"
"TID_DECO_FIREWORK_FANBOY","Firework Fanboy"
"TID_DECO_FIRST_BARBARIAN","The First Barbarian"
"TID_DECO_FIRST_BARBARIAN_INFO","An old statue from a time when tasteless haircuts were super popular."
"TID_DECO_FLEXING_BARB","Flexing Barbarian"
"TID_DECO_FOREST_2","Grove"
"TID_DECO_FOREST_3","Forest"
