"TID","NL"
"TID_CAPBUILD_SPELLLAB_FREEZE","Vriesspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_FREEZE_INFO","Produceert grote vaten gevuld met de vriesspreuk. Aan bezoekers wordt geadviseerd warme kleding te dragen!"
"TID_CAPBUILD_SPELLLAB_GRAVEYARD","Kerkhofspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_GRAVEYARD_INFO","Produceert grote vaten gevuld met de kerkhofspreuk. Gelieve het geluid van rammelende botten te negeren."
"TID_CAPBUILD_SPELLLAB_HEAL","Genezingsspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_HEAL_INFO","Produceert grote vaten gevuld met de genezingsspreuk. Hoofdpijn verdwijnt als sneeuw voor de zon door de bloemige geur!"
"TID_CAPBUILD_SPELLLAB_JUMP","Sprongspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_JUMP_INFO","Produceert grote vaten gevuld met de sprongspreuk. Het lijkt alsof het hele gebouw zomaar weg zou kunnen stuiteren."
"TID_CAPBUILD_SPELLLAB_LIGHTNING","Bliksemspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_LIGHTNING_INFO","Produceert grote vaten gevuld met de bliksemspreuk. Het haar van iedereen die in de buurt komt, gaat ineens rechtop staan."
"TID_CAPBUILD_SPELLLAB_LONG_HASTE","Eindeloze-haastspreukenfabriek"
"TID_CAPBUILD_SPELLLAB_LONG_HASTE_INFO","Hier worden grote vaten vol eindeloze haast gebrouwen. Passerende dorpelingen lopen er altijd snel voorbij."
"TID_CAPBUILD_SPELLLAB_RAGE","Woedespreukenfabriek"
"TID_CAPBUILD_SPELLLAB_RAGE_INFO","Produceert grote vaten gevuld met de woedespreuk. Mensen worden al irrationeel woedend als ze ook maar in de buurt komen."
"TID_CAPBUILD_SPELL_STORAGE","Spreukenopslag"
"TID_CAPBUILD_SPELL_STORAGE_INFO","In de spreukenopslag kunnen gebrouwen spreuken worden opgeslagen. Upgrade de opslag om meer spreuken te kunnen gebruiken tijdens rooftochten."
"TID_CAPBUILD_SUPERWIZARDTOWER","Supertovenaarstoren"
"TID_CAPBUILD_SUPERWIZARDTOWER_INFO","De elektriciteit van de supertovenaars is schokkend effectief tegen zwermen aanvallers, omdat de vonken overspringen naar iedereen die te dicht in de buurt van het oorspronkelijke doelwit staat."
"TID_CAPBUILD_WALL_INFO","Muren kunnen gebruikt worden om districten te beschermen en vijanden buiten de deur te houden.\n\nDe muren van een district hebben altijd hetzelfde level en worden op hetzelfde moment geüpgraded. Bouw, vecht en upgrade muren samen met je clangenoten!"
"TID_CAPITAL_ARMY_SAVE_FAILED","Hoofdstadsleger opslaan mislukt"
"TID_CAPITAL_ARMY_SAVE_FAILED_SPELL_NOT_AVAILABLE","Niet alle geselecteerde spreuken zijn beschikbaar in deze clan."
"TID_CAPITAL_ARMY_SAVE_FAILED_TOO_MANY_SPELLS","Te veel spreuken voor deze clan."
"TID_CAPITAL_ARMY_SAVE_FAILED_TOO_MANY_UNITS","Te veel troepen voor deze clan."
"TID_CAPITAL_ARMY_SAVE_FAILED_UNIT_NOT_AVAILABLE","Niet alle geselecteerde troepen zijn beschikbaar in deze clan."
"TID_CAPITAL_ARMY_SAVE_INVALID","Ongeldig hoofdstadsleger kan niet worden opgeslagen."
"TID_CAPITAL_ARMY_SAVE_OK","Hoofdstadsleger gewijzigd"
"TID_CAPITAL_ARMY_SAVE_PENDING","Even geduld. Het hoofdstadsleger wordt opgeslagen."
"TID_CAPITAL_CLAN_RANK","Clanrang:"
"TID_CAPITAL_CLAN_XP_REWARD","Clan-XP: <number>"
"TID_CAPITAL_DISTRICTS_DESTROYED","Districten vernietigd: <progress>/<total>"
"TID_CAPITAL_DISTRICTS_STANDING","Districten overeind: <progress>/<total>"
"TID_CAPITAL_ENDLESS_HASTE_SPELL","Eindeloze haastspreuk"
"TID_CAPITAL_ENDLESS_HASTE_SPELL_INFO","Versnel je troepen eindeloos met deze spreuk!\n\nSpreek deze toverspreuk uit om een cirkel van haast te creëren. Eenheden die door de cirkel lopen, worden gedurende de rest van het gevecht versneld!"
"TID_CAPITAL_FRIENDLT_ARMY_DATA_NOT_AVAILABLE","Wacht tot de gegevens over het hoofdstadsleger beschikbaar zijn."
"TID_CAPITAL_FROST","Vriesspreuk"
"TID_CAPITAL_FROST_INFO","In het heetst van de strijd is het belangrijk om het hoofd koel te houden!\n\nGebruik de vriesspreuk om verdedigingswerken en verdedigende troepen te vertragen of om een ijsbrug over water te creëren."
"TID_CAPITAL_GOLD_INFO","Je verkrijgt stadsgoud in de smederij en als buit van rooftochten. Gebruik het om gebouwen in je hoofdstad te upgraden."
"TID_CAPITAL_GOLD_STORAGE_ALMOST_FULL_TEXT","Je stadsgoudopslag is bijna vol. Wil je toch aanvallen?"
"TID_CAPITAL_GOLD_STORAGE_FULL_TEXT","Je stadsgoudopslag is vol. Wil je toch aanvallen?"
"TID_CAPITAL_GOLD_STORAGE_FULL_TITLE","Weet je het zeker?"
"TID_CAPITAL_GRAVEYARD_INFO","Deze spreuk gebruikt een griezelige vorm van magie om gesneuvelde troepen terug te brengen!\n\nWanneer troepen op het slagveld sneuvelen, kun je met deze spreuk skeletten oproepen op basis van het aantal huisvestingsplaatsen. Vliegende troepen leiden hierbij tot vliegende skeletten."
"TID_CAPITAL_GRAVEYARD_SPELL","Kerkhofspreuk"
"TID_CAPITAL_HALL_LEVEL","Capitoollevel <level>"
"TID_CAPITAL_HALL_LEVEL_STAT","Capitoollevel"
"TID_CAPITAL_HALL_LEVEL_TOO_LOW","Je moet het Capitool naar level <number> upgraden."
"TID_CAPITAL_JUMP_INFO","Word je tegengehouden door water en muren? Gebruik deze spreuk om een pad te vormen. Je troepen zullen over de obstakels springen alsof er niets aan de hand is!"
"TID_CAPITAL_LEAGUE_TITLE","Hoofdstaddivisies"
"TID_CAPITAL_LOCKED_CLAN_LEVEL_TOO_LOW","De clanhoofdstad ontgrendelt op clanlevel <level>."
"TID_CAPITAL_LOCKED_JOIN_CLAN","Je moet lid zijn van een clan om naar de clanhoofdstad te gaan."
"TID_CAPITAL_LOCKED_PLAYER_LEVEL_TOO_LOW","De clanhoofdstad ontgrendelt op stadhuislevel <level>."
"TID_CAPITAL_MAP_MODE_TEXT_RAID","Aanval in rooftocht"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_ATTACK","Eerdere aanval in rooftocht"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_FINISHED_DEFENSE","Eerdere verdediging in rooftocht"
"TID_CAPITAL_MAP_MODE_TEXT_VISITING_ONGOING_DEFENSE","Verdediging in rooftocht"
"TID_CAPITAL_PLAYGROUND","Roofspeelplaats"
"TID_CAPITAL_PLAYGROUND_CLEAN_UP","Val de overige verdedigingswerken aan. Experimenteer er gerust op los!"
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION","Troepen kunnen niet vanaf elke kant worden ingezet tijdens aanvallen op de hoofdstad."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_2","Je moet je troepen inzetten vanaf het hoge gras."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_3","Het inzetgebied breidt uit wanneer je nabije gebouwen en muren vernietigt."
"TID_CAPITAL_PLAYGROUND_DEPLOY_AREA_EXPLANATION_4","Let op hoe het inzetgebied telkens verder uitbreidt."
"TID_CAPITAL_PLAYGROUND_FROST","Met <c38eaff>vriesspreuken</c> vertraag je verdedigingswerken en bevries je water zodat je grondtroepen erover kunnen lopen."
"TID_CAPITAL_PLAYGROUND_FROST_2","Zet de <c38eaff>vriesspreuk</c> hier in zodat je de vijand van achteren kunt aanvallen."
"TID_CAPITAL_PLAYGROUND_GATES","Verdedigingstroepen kunnen niet over muren heen springen in de hoofdstad, maar ze kunnen wel door poorten lopen."
"TID_CAPITAL_PLAYGROUND_GATES_2","Voor aanvalstroepen zijn poorten gelijk aan muren."
"TID_CAPITAL_PLAYGROUND_GATES_3","Deze arme <cf70d16>superreuzen</c> zitten ingesloten."
"TID_CAPITAL_PLAYGROUND_GATES_4","Daardoor zijn ze makkelijke doelwitten voor je afstandstroepen."
"TID_CAPITAL_PLAYGROUND_INTRO","Een clanlid heeft dit district al aangevallen. Laten we de aanval voortzetten!"
"TID_CAPITAL_PLAYGROUND_INTRO_2","Enkele gebouwen zijn al beschadigd en vernietigd. Er ligt ook een <cffe346>genezingsspreuk</c>."
"TID_CAPITAL_PLAYGROUND_JUMP","<c85ff3b>Sprongspreuken</c> kunnen worden gebruikt om over muren, rivieren en meren te springen."
"TID_CAPITAL_PLAYGROUND_JUMP_2","Met <c85ff3b>sprongspreuken</c> kun je het inzetgebied ook verder uitbreiden. Zet de spreuk hier in."
"TID_CAPITAL_PLAYGROUND_JUMP_3","<c85ff3b>Sprongspreuken</c> kunnen niet worden gebruikt om over kliffen of open water te springen."
"TID_CAPITAL_PLAYGROUND_SNEAKY_ARCHERS","Zet <c54a0fe>geniepige boogschutters</c> in om de <cf70d16>multikanonnen</c> achter de muur te vernietigen."
"TID_CAPITAL_PLAYGROUND_SPELL_EXPLANATION","Spreuken blijven actief in de hoofdstad."
"TID_CAPITAL_PLAYGROUND_SPELL_EXPLANATION_2","Ze blijven gedurende het hele gevecht liggen, en zijn ook beschikbaar voor de volgende aanvaller. Daarna verdwijnen ze."
"TID_CAPITAL_PLAYGROUND_SUPER_BARBARIANS","Zet <c54a0fe>superbarbaren</c> in om enkele gebouwen te vernietigen."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS","Zet <c54a0fe>superreuzen</c> in om schade op te vangen."
"TID_CAPITAL_PLAYGROUND_SUPER_GIANTS_2","Versterk je aanval door meer <c54a0fe>superreuzen</c> in te zetten."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS","Zet <c54a0fe>supertovenaars</c> in om de <cf70d16>speerwerpers</c> en <cf70d16>bomtorens</c> achter de muur te vernietigen."
"TID_CAPITAL_PLAYGROUND_SUPER_WIZARDS_2","Het bereik van <c54a0fe>supertovenaars</c> is wat korter dan dat van <c54a0fe>geniepige boogschutters</c>."
"TID_CAPITAL_PLAYGROUND_WALL_EXPLANATION","Grondtroepen kunnen niet om muren heen lopen die aan water, kliffen of de rand van het district grenzen."
"TID_CAPITAL_PLAYGROUND_WALL_EXPLANATION_2","Daarom moeten ze eerst de muur vernietigen om vervolgens <cf70d16>het kanon</c> te kunnen bereiken."
"TID_CAPITAL_RAID_ALL_ATTACKS_USED","Je hebt geen aanvallers meer over."
"TID_CAPITAL_RAID_AMOUNT_ATTACKS","Totaal aantal aanvallen: <number>"
"TID_CAPITAL_RAID_ATTACKER_LEFT_THE_CLAN","Je hebt al met een andere clan aangevallen."
"TID_CAPITAL_RAID_ATTACK_FAILED","Aanvallen district mislukt"
"TID_CAPITAL_RAID_DEFENSE_MEDALS_ALT_GEMS_RECEIVED","Je hebt <num> edelstenen ontvangen voor je verdedigende bijdrage in het roofweekend."
"TID_CAPITAL_RAID_DEFENSIVE_REWARD","Beloning voor verdediging: <number>"
"TID_CAPITAL_RAID_DISTRICT_ALREADY_DESTROYED","District al vernietigd"
"TID_CAPITAL_RAID_DISTRICT_STILL_LOCKED","Je kunt dit district nog niet aanvallen."
"TID_CAPITAL_RAID_INVALID_TARGET","Je kunt dit district niet aanvallen."
"TID_CAPITAL_RAID_NOTWEEKEND_STARTED_NOTIFICATION","Tijd voor rooftochten! Val vijandelijke clanhoofdsteden aan en leid je clan naar de overwinning!"
"TID_CAPITAL_RAID_OFFENSE_MEDALS_ALT_GEMS_RECEIVED","Je hebt <num> edelstenen ontvangen voor je aanvallende bijdrage in het roofweekend."
"TID_CAPITAL_RAID_OFFENSIVE_REWARD","Beloning voor aanval: <number>"
"TID_CAPITAL_RAID_PERSONAL_BREAK","Persoonlijke onderbreking"
"TID_CAPITAL_RAID_RECENT_PROGRESS","Recente voortgang:"
"TID_CAPITAL_RAID_SEASON_FULL","Je clan heeft het maximale aantal deelnemers bereikt voor dit roofweekend."
"TID_CAPITAL_RAID_SEASON_REWARD","Je hebt <num> roofmedailles ontvangen tijdens het roofweekend."
"TID_CAPITAL_RAID_SNAPSHOT_NOT_AVAILABLE","Overnemen district mislukt"
"TID_CAPITAL_RAID_TARGET_UNDER_ATTACK","Dit district wordt al aangevallen."
"TID_CAPITAL_RAID_VISIT_FAILED","Verkennen district mislukt"
"TID_CAPITAL_RAID_VISIT_INVALID_TARGET","Je kunt dit district niet verkennen."
"TID_CAPITAL_RAID_WEEKEND_ENDSOON_NOTIFICATION","Het roofweekend is bijna afgelopen! Voltooi je aanvallen!"
"TID_CAPITAL_RAID__WEEKEND_STARTED_NOTIFICATION","Het roofweekend is van start gegaan! Val vijandelijke clanhoofdsteden aan en leid je clan naar de overwinning!"
"TID_CAPITAL_RESOURCE","Stadsgoud"
"TID_CAPITAL_RESOURCE_FULL","Te weinig opslag!"
"TID_CAPITAL_REWARD","Roofmedailles"
"TID_CAPITAL_REWARD_END_BATTLE","Roofmedailles toegevoegd aan de clanhoofdstadkist"
"TID_CAPITAL_REWARD_FULL","Te weinig opslag!"
"TID_CAPITAL_SHOP_CONFIRM_TEXT","<num>x een <item> kopen?"
"TID_CAPITAL_SHOP_CONFIRM_TITLE","Kopen?"
"TID_CAPITAL_SHOP_RESOURCE_CONFIRM_TEXT","<num> <item> kopen?"
"TID_CAPITAL_SPELL_DURATION","Duur:"
"TID_CAPITAL_SPELL_DURATION_ATTACKS","<num> aanvallen"
"TID_CAPITAL_TUTORIAL_1","Chief, iemand wil je spreken. Hij lijkt een beetje... grof."
"TID_CAPITAL_TUTORIAL_10","Maar om eerlijk te zijn, is dit nog steeds mijn favoriet."
"TID_CAPITAL_TUTORIAL_11","Kijk anders eens of je een handje kunt helpen."
"TID_CAPITAL_TUTORIAL_2","Waarom is alles hier zo klein? Is dit een mierendorp?"
"TID_CAPITAL_TUTORIAL_3","O, eindelijk. Er is veel te doen en we hebben maar weinig tijd. Vooruit!"
"TID_CAPITAL_TUTORIAL_4","Kijk, DIT is nu een goede plek om iets te bouwen. Deze berg is de hoofdstad van je clan."
"TID_CAPITAL_TUTORIAL_5","Alle grote clans bouwen samen en strijden samen. Neem het aan van een wijze, oude man."
"TID_CAPITAL_TUTORIAL_6","Laten we bovenaan beginnen."
"TID_CAPITAL_TUTORIAL_7","De Capitoolberg heeft alles wat je nodig hebt: een warmwaterbron, comfortabele blokhutten en het Capitool."
"TID_CAPITAL_TUTORIAL_8","Hoe sterker je je Capitool maakt, hoe meer districten je ontgrendelt waarin je kunt bouwen."
"TID_CAPITAL_TUTORIAL_9","In elk district vind je nieuwe gebouwen en terreinen, die je kunt gebruiken om je hoofdstad te versterken."
"TID_CAPITAL_UNIT_HOME","Ontgrendelt en upgradet het volgende: <name>."
"TID_CAPITAL_UPGRADES","Hoofdstadupgrades"
"TID_CAPITAL_UPGRADE_DEPRIORITIZE","Geef geen\nprioriteit"
"TID_CAPITAL_UPGRADE_PRIORITIZE","Geef prioriteit"
"TID_CAPITAL_VISIT_DISTRICT_FAILED","Clanhoofdstad bezoeken mislukt"
"TID_CAPITAL_VISIT_OWN_CAPITAL_FAILED","Clanhoofdstad betreden mislukt"
"TID_CASTLE_FULL","Kasteel vol"
"TID_CAULDRON_REWARD_INFO1","Decoratie: ketel met zuur elixir"
"TID_CAULDRON_REWARD_INFO2","Wanneer het evenement is afgelopen, ontvang je de ketel met zuur elixir als decoratie."
"TID_CHALLENGES_HUB_TEXT","Bekijk de <cffcc33>uitdagingen</c> om te beslissen wat je volgende stappen worden."
"TID_CHALLENGE_ALREADY_CLOSED","Vriendschappelijk gevecht is al gesloten"
"TID_CHALLENGE_ATTACK_CODE","Aanvalscode:"
"TID_CHALLENGE_ATTACK_CODE_HINT","Gebruik deze code om een vriend uit te dagen je dorp aan te vallen! Je Clash-vrienden kunnen deze uitdaging ook rechtstreeks accepteren via hun vriendenlijst."
"TID_CHALLENGE_BUTTON","Uitdagen"
"TID_CHALLENGE_CANCELLED","Uitdagen is niet langer beschikbaar!"
"TID_CHALLENGE_CANT_REQUEST","Sluit je aan bij een clan om troepen, spreuken en belegeringsmachines voor je clankasteel te vragen."
"TID_CHALLENGE_CASTLE_EMPTY","Je clankasteel is leeg!"
"TID_CHALLENGE_CHANGE_LAYOUT","Indeling veranderen"
"TID_CHALLENGE_CHANGE_LAYOUT_BUTTON","Veranderen"
"TID_CHALLENGE_CHOOSE_LAYOUT","Indeling kiezen"
"TID_CHALLENGE_CHOOSE_NEW_LAYOUT","Kies een nieuwe indeling voor vriendschappelijk gevechten"
"TID_CHALLENGE_CLOSED","Het dorp wordt al aangevallen!"
"TID_CHALLENGE_COMPLETED","Voltooid!"
"TID_CHALLENGE_DEFAULT_INPUT","Kun jij mijn dorp verslaan?"
"TID_CHALLENGE_EVENT_ENDED","Het uitdagingsevenement is afgelopen."
"TID_CHALLENGE_FAIL_RESTRICTED","Uitdaging kan niet worden gestart."
"TID_CHALLENGE_FAIL_SERVER","Uitdaging kan niet worden gestart. Probeer het opnieuw."
"TID_CHALLENGE_FAIL_SERVER_ALREADY_IN_PROGRESS","Vriendschappelijk gevecht kan niet worden gestart. Het vorige gevecht is nog bezig."
"TID_CHALLENGE_FRIEND_CONTENT","Daag een vriend uit om je dorp aan te vallen"
"TID_CHALLENGE_FRIEND_TITLE","Een vriend uitdagen"
"TID_CHALLENGE_HEADER","Daag je clangenoot uit om je dorp aan te vallen"
"TID_CHALLENGE_INFO_2012","Clash of Clans wordt wereldwijd gelanceerd en de pret kan beginnen!"
"TID_CHALLENGE_INFO_2013","Het spel wordt uitgebreid met helden, de eerste duister-elixirtroepen en stadhuislevel 10."
"TID_CHALLENGE_INFO_2014","Clans kunnen het eindelijk tegen elkaar opnemen door de toevoeging van clanoorlogen. Helden worden uitgerust met talenten en de lavahond doet zijn intrede in het spel."
"TID_CHALLENGE_INFO_2015","De nobele wachter wordt toegevoegd samen met stadhuislevel 11. De eerste duistere spreuken komen beschikbaar. Stadhuizen zijn niet meer veilig buiten de basis..."
"TID_CHALLENGE_INFO_2016","De wereld van Clash wordt uitgebreid met de lancering van Clash Royale. Vriendschappelijke gevechten en oorlogen worden toegevoegd. Spelers maken kennis met de bowler, de mijnwerker en de babydraak."
"TID_CHALLENGE_INFO_2017","De bouwersbasis wordt ontdekt aan de andere kant van het water. De eerste clanspelen worden gehouden. Magische artefacten worden toegevoegd."
"TID_CHALLENGE_INFO_2018","Stadhuislevel 12 en de elektrodraak maken hun schokkende entree. Belegeringsmachines, de clanoorlogsdivisies en de handelaar komen de boel opschudden."
"TID_CHALLENGE_INFO_2019","Clash wordt verrijkt met seizoensuitdagingen en heldskins. Later worden bouwerszaallevel 9 en de verbeterde Legendesdivisie geïntroduceerd. Het jaar wordt afgesloten met de toevoeging van stadhuislevel 13, de koninklijke kampioene en de yeti."
"TID_CHALLENGE_INFO_2020","Supertroepen doen hun intrede als verbeterde versies van klassieke troepen met nieuwe krachten en fantastisch haar. De heldenjager, stammenwerper en onzichtbaarheidsspreuk voegen nog meer opties toe."
"TID_CHALLENGE_INFO_2021","Stadhuislevel 14 brengt de jungle naar Clash. Helden krijgen gezelschap door de introductie van heldendieren. De drakenrijder en vlammenverspreider maken hun vurige entree."
"TID_CHALLENGE_INFO_2022","Spelers maken kennis met de clanhoofdstad: een fort boven de wolken waar clans samen kunnen bouwen en vechten. De eerste tien jaar zijn achter ons; wat zal de komende tien jaar brengen?"
"TID_CHALLENGE_LAYOUT","Indeling"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE","Ga terug naar huis om een vriendschappelijk gevecht te starten!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_ATTACK","Keer terug naar huis om aan te vallen!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_CANCEL","Keer terug naar huis om het vriendschappelijk gevecht te annuleren!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_LIVE","Keer terug naar huis om live te kijken!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_REPLAY","Keer terug naar huis om een herhaling te bekijken!"
"TID_CHALLENGE_NOT_AVAILABLE_IN_MODE_SCOUT","Keer terug naar huis om te verkennen!"
"TID_CHALLENGE_NOT_AVAILABLE_NO_ARMY","Bereik capitoollevel 2 om vriendschappelijke districtsuitdagingen te sturen!"
"TID_CHALLENGE_NOT_AVAILABLE_RAID_SEASON","Vriendschappelijke districtsuitdaging niet beschikbaar tijdens roofweekend!"
"TID_CHALLENGE_PROGRESS","Uitdagingsvoortgang"
"TID_CHALLENGE_START_FAILED","Uitdaging starten mislukt."
"TID_CHALLENGE_SWITCH_LAYOUT","Gekozen indeling"
"TID_CHALLENGE_TH10_BOBAT","Bowlen met vleermuizen"
"TID_CHALLENGE_TH10_MINER","Mijnwerkermanie"
"TID_CHALLENGE_TH11_EDRAG","Elektrochirurgie"
"TID_CHALLENGE_TH11_LAVALOON","Lava en meer mafketels"
"TID_CHALLENGE_TH12_BOWIGI","Bowlen met heksen"
"TID_CHALLENGE_TH12_DRAGBAT","Vliegend circus"
"TID_CHALLENGE_TH12_YETI","Yetibeuk"
"TID_CHALLENGE_TH13_HYBRID","De vloek van de ring"
"TID_CHALLENGE_TH4_GIANT","Reuzenbeuk"
"TID_CHALLENGE_TH5_LOON","Ballonnenparade"
"TID_CHALLENGE_TH6_GIWIWA","Vleesschild"
"TID_CHALLENGE_TH7_DRAGON","Heet spul"
"TID_CHALLENGE_TH7_HOG","Varkensstormloop"
"TID_CHALLENGE_TH7_MINION","Luchtaanval"
"TID_CHALLENGE_TH8_GOWIPE","Zware klappers"
"TID_CHALLENGE_TH8_GOWIVA","Wervelkracht"
"TID_CHALLENGE_TH9_BABYDQW","Boze baby's"
"TID_CHALLENGE_TH9_LAVALOON","Lava en luchtaanvallen"
"TID_CHALLENGE_TH9_WITCH","Heksenklap"
"TID_CHALLENGE_TITLE","Vriendschappelijk gevecht"
"TID_CHALLENGE_WAITING_TO_JOIN_LIVE","Wil je een liveherhaling zien om te weten hoe je vriend ervoor staat?"
"TID_CHALLENGE_WAIT_HEADER","Wachten op een clangenoot om aan te vallen."
"TID_CHALLENGE_WAIT_TITLE","Vriendschappelijk gevecht"
"TID_CHALLENGE_WAS_ACCEPTED","Vriendschappelijke uitdaging geaccepteerd!"
"TID_CHANGE_HEROES","Helden wijzigen"
"TID_CHANGE_LEAGUE_WAR_PARTICIPANTS","Oorlogsdeelnemers wijzigen"
"TID_CHANGE_NAME_ALREADY_USED","Je kunt je naam niet wijzigen! Je hebt je eenmalige naamswijziging al gebruikt voor dit account."
"TID_CHANGE_NAME_BUTTON","Naam wijzigen"
"TID_CHANGE_NAME_TITLE","Naam wijzigen"
"TID_CHANGE_TROOPS","Vervang troepen"
"TID_CHARACTER_APPRENTICE_WARDEN","Leerling-wachter"
"TID_CHARACTER_APPRENTICE_WARDEN_INFO","Ondanks zijn grootse ambities is de leerling-wachter nog nat achter de oren. Hij ondersteunt troepen met zijn magische levensaura en niet-zo-magische katapult."
"TID_CHARACTER_BABY_DRAGON_ACTIVE","Vurige verkoudheid"
"TID_CHARACTER_BABY_DRAGON_ACTIVE_INFO","Niest een kegelvormige vuurstraal uit die bij activering <num> schade toebrengt."
"TID_CHARACTER_BABY_ELECTRO_DRAGON","Babyelektrodraak"
"TID_CHARACTER_BARCHER","Barbschutter"
"TID_CHARACTER_BATTLE_DRUID",
"TID_CHARACTER_BATTLE_DRUID_INFO",
"TID_CHARACTER_BIG_BOY","Flinke jongen"
"TID_CHARACTER_CANNON_CART_ACTIVE_INFO","Schakelt bij activering tussen de kar- en mortiermodus."
"TID_CHARACTER_CHAIN_HEAL_DRUID",
"TID_CHARACTER_CHAIN_HEAL_DRUID_INFO",
"TID_CHARACTER_CHANGE_MODE_ACTIVE","Andere modus"
"TID_CHARACTER_COOKIE_PEKKA","K.O.E.K.J.E."
"TID_CHARACTER_ELECTROFIRE_WIZARD_ACTIVE_INFO","Wisselt bij activering tussen de vuur- en elektromodus."
"TID_CHARACTER_ELECTRO_TITAN","Elektrotitaan"
"TID_CHARACTER_ELECTRO_TITAN_INFO","De elektrotitaan is een geduchte troep die haar magische krachten nauwelijks onder controle kan houden. Ze gebruikt een deel van haar magie om een krachtige elektrozweep te vormen. Met de rest van haar magie brengt ze schade toe aan alles om haar heen."
"TID_CHARACTER_ELITE_BARBARIAN","Superbarbaar"
"TID_CHARACTER_ELITE_GIANT","Superreus"
"TID_CHARACTER_ELITE_GOBLIN","Geniepige kobold"
"TID_CHARACTER_ELITE_WALLBREAKER","Supermuurbreker"
"TID_CHARACTER_FIRECRACKER","Vuurwerkschutter"
"TID_CHARACTER_FIREMITE","Vuurmormels"
"TID_CHARACTER_FREE_KICKER","Kicker-barbaar"
"TID_CHARACTER_GIANT_ACTIVE","Boksersblokkade"
"TID_CHARACTER_GIANT_ACTIVE_INFO","Blokkeert bij activering <num> seconden lang alle schade."
"TID_CHARACTER_GRAVE_GOLEM","Heksengolem"
"TID_CHARACTER_HASTY_BALLOON","Rakettenballon"
"TID_CHARACTER_HEADHUNTER","Heldenjager"
"TID_CHARACTER_HOGLESS_RIDER","Superruiter"
"TID_CHARACTER_HOGLESS_RIDER_INFO","Een ruiter zonder varken is nog steeds ontzagwekkend. Met zijn hamer maakt hij nabije doelwitten een kopje kleiner."
"TID_CHARACTER_HOG_WIZARD","Varkenstovenaar"
"TID_CHARACTER_ICE_SPIRIT","IJsmormels"
"TID_CHARACTER_ICE_SPIRIT_INFO","Ze zijn zo goed als bevroren, maar deze ijsmormels hebben moeite om het hoofd koel te houden. Ze springen van Wallies rug af om nabije verdedigingswerken serieuze vrieswonden toe te dienen."
"TID_CHARACTER_INFERNO_DRAGON","Infernodraak"
"TID_CHARACTER_INFERNO_DRAGON_INFO","De infernodraak kan zich prima alleen redden nu hij heeft geleerd zijn woede om te zetten in een superkrachtige straal die geleidelijk meer schade aanricht."
